,Index,Company Name,Symbol,Sector,Industry
483,785,Cdn Imp Bk Ser 43 Pr,CM.PR.Q,Financial Services,Banks
484,786,Cdn Imp Bk Ser 45 Pr,CM.PR.R,Financial Services,Banks
485,787,Cdn Imp Bk Ser 47 Pr,CM.PR.S,Financial Services,Banks
486,788,Cdn Imp Bk Ser 49 Pr,CM.PR.T,Financial Services,Banks
487,789,Cdn Imp Bk Ser 51 Pr,CM.PR.Y,Financial Services,Banks
488,791,Cdn Life Co Split A,LFE,Financial Services,Asset Management
489,792,Cdn Life CoSplt Pr12,LFE.PR.B,Financial Services,Asset Management
490,794,Cdn Nat'l Railway,CNR,Industrials,Transportation & Logistics
491,796,Canadian Natural Res,CNQ,Energy,Oil & Gas - E&P
492,798,Cdn Pacific Railway,CP,Industrials,Transportation & Logistics
493,800,Cdn Preferred Shr Un,PFT.UN,Financial Services,Asset Management
494,802,Canadian Tire Corp,CTC,Consumer Cyclical,Retail - Apparel & Specialty
495,803,Canadian Tire A NV,CTC.A,Consumer Cyclical,Retail - Apparel & Specialty
496,805,Cdn Util & Tel FndUn,UTE.UN,nan,nan
497,807,Cdn Utilities A NV,CU,Utilities,Utilities - Regulated
498,808,Cdn Util 2nd Pr Y,CU.PR.C,Utilities,Utilities - Regulated
499,809,Cdn Util 2nd Pr AA,CU.PR.D,Utilities,Utilities - Regulated
500,810,Cdn Util 2nd Pr BB,CU.PR.E,Utilities,Utilities - Regulated
501,811,Cdn Util 2nd Pr CC,CU.PR.F,Utilities,Utilities - Regulated
502,812,Cdn Util 2nd Pr DD,CU.PR.G,Utilities,Utilities - Regulated
503,813,Cdn Util 2nd Pr EE,CU.PR.H,Utilities,Utilities - Regulated
504,814,Cdn Util 2nd Pr FF,CU.PR.I,Utilities,Utilities - Regulated
505,815,Cdn Utilities Cl B,CU.X,Utilities,Utilities - Regulated
506,817,Cdn Wstrn Bank,CWB,Financial Services,Banks
507,818,Cdn Wstrn Bk Sr 5 Pr,CWB.PR.B,Financial Services,Banks
508,819,Cdn Wstrn Bk Sr 7 Pr,CWB.PR.C,Financial Services,Banks
509,820,Cdn Wstrn Bk Sr 9 Pr,CWB.PR.D,Financial Services,Banks
510,822,Canarc Resource J,CCM,Basic Materials,Metals & Mining
511,824,Candente Copper J,DNT,Basic Materials,Metals & Mining
512,826,Canfor Corporation,CFP,Basic Materials,Forest Products
513,828,Canfor Pulp Products,CFX,Basic Materials,Forest Products
514,830,Canlan Ice Sports,ICE,Consumer Cyclical,Travel & Leisure
515,832,CannTrust Holdings J,TRST,Healthcare,Drug Manufacturers
516,834,Canoe EIT Ser 1 Pr,EIT.PR.A,Financial Services,Asset Management
517,835,Canoe EIT Ser 2 Pr,EIT.PR.B,Financial Services,Asset Management
518,836,Canoe EIT Income Un,EIT.UN,Financial Services,Asset Management
519,838,Canopy Grwth Corp J,WEED,Healthcare,Drug Manufacturers
520,840,Canso Credit A Un,PBY.UN,Financial Services,Asset Management
521,842,CanWel Building Grp,CWX,Basic Materials,Building Materials
522,843,CanWel Building Note,CWX.NT.A,Basic Materials,Building Materials
523,845,Capital Power Corp.,CPX,Utilities,Utilities - Regulated
524,846,Capital Pwr Ser 1 Pr,CPX.PR.A,Utilities,Utilities - Regulated
525,847,Capital Pwr Ser 3 Pr,CPX.PR.C,Utilities,Utilities - Regulated
526,848,Capital Pwr Ser 5 Pr,CPX.PR.E,Utilities,Utilities - Regulated
527,849,Capital Pwr Ser 7 Pr,CPX.PR.G,Utilities,Utilities - Regulated
528,850,Capital Pwr Ser 9 Pr,CPX.PR.I,Utilities,Utilities - Regulated
529,851,Capital Pwr Sr 11 Pr,CPX.PR.K,Utilities,Utilities - Regulated
530,853,Capstone Infr Pr A,CSE.PR.A,Utilities,Utilities - Independent Power Producers
531,855,Capstone Mining J,CS,Basic Materials,Metals & Mining
532,857,Cardinal Energy J,CJ,Energy,Oil & Gas - E&P
533,858,Cardinal Engy J Deb,CJ.DB,nan,nan
534,860,Cardinal Res J Ord,CDV,nan,nan
535,862,Cardiol Therapeutc A,CRDL,Healthcare,Biotechnology
536,863,Cardiol TherapeuJ Wt,CRDL.WT,nan,nan
537,865,Cargojet Inc. Com&VV,CJT,Industrials,Transportation & Logistics
538,866,Cargojet Inc 4.65%Db,CJT.DB.C,nan,nan
539,867,Cargojet 5.75 Deb D,CJT.DB.D,nan,nan
540,868,Cargojet 5.75 Deb E,CJT.DB.E,nan,nan
541,870,Caribbean Ut Cl A US,CUP.U,Utilities,Utilities - Regulated
542,872,Carmanah Tech Corp.,CMH,Technology,Semiconductors
543,874,Cascades Inc.,CAS,Basic Materials,Forest Products
544,876,Cathedral Engy Serv,CET,Energy,Oil & Gas - Drilling
545,878,CCL Industries Cl A,CCL.A,Consumer Cyclical,Packaging & Containers
546,879,CCL Industries Cl B,CCL.B,Consumer Cyclical,Packaging & Containers
547,881,Celestica Inc SV,CLS,Technology,Computer Hardware
548,883,Cenovus Energy Inc.,CVE,Energy,Oil & Gas - Integrated
549,885,Centamin plc. Ord,CEE,nan,nan
550,887,Centerra Gold Inc.,CG,Basic Materials,Metals & Mining
551,889,Centric Health J,CHH,Healthcare,Health Care Providers
552,891,Century Glbl Cmdty J,CNT,Basic Materials,Metals & Mining
553,893,Cequence Energy Ltd.,CQE,Energy,Oil & Gas - E&P
554,895,Ceres Global Ag Corp,CRP,Industrials,Business Services
555,897,Ceridian HCM Hldg J,CDAY,Technology,Application Software
556,899,Cervus Equipment,CERV,Industrials,Farm & Construction Machinery
557,901,CES Energy Solutn,CEU,Energy,Oil & Gas - Services
558,903,CGI Inc. Cl A SV,GIB.A,Technology,Application Software
559,905,Chalice Gold Ord J,CXN,Basic Materials,Metals & Mining
560,907,Champion Iron Ord J,CIA,nan,nan
561,909,Charlotte's Web Hldg,CWEB,Healthcare,Drug Manufacturers
562,911,Chartwell Retire Un,CSH.UN,Real Estate,REITs
563,913,Chemtrade Lgst5.25Db,CHE.DB.B,Basic Materials,Chemicals
564,914,Chemtrade Lgst 5% Db,CHE.DB.C,nan,nan
565,915,Chemtrade Lgst4.75Db,CHE.DB.D,nan,nan
566,916,Chemtrade Logistc Un,CHE.UN,Basic Materials,Chemicals
567,918,Chesswood Group Ltd.,CHW,Financial Services,Credit Services
568,920,China Gld Intl Res J,CGG,Basic Materials,Metals & Mining
569,922,Chinook Energy Inc.,CKE,Energy,Oil & Gas - E&P
570,924,Choice Ppty REIT Un,CHP.UN,Real Estate,REITs
571,926,Chorus Aviation V&VV,CHR,Industrials,Airlines
572,927,Chorus Aviation 6%Db,CHR.DB,nan,nan
573,929,CI Financial Corp.,CIX,Financial Services,Asset Management
574,931,CI 1stAst1-5GvtBndUn,BXF,,
575,933,CI 1stAsstActvCADiv,FDV,,
576,935,CI1st AsstActvCredUn,FAO,,
577,936,CI1st AsstActvCredUS,FAO.U,,
578,938,CI1st AstActUtilInfr,FAI,,
579,940,CI 1stAsset Material,MXF,,
580,942,CI1st AsstCA Buyback,FBE,,
581,944,CI 1st Asset ConvBnd,CXF,,
582,946,CI 1st Asset CdnREIT,RIT,Financial Services,Asset Management
583,948,CI 1stAstCanBancIncm,CIC,,
584,950,CI 1st AstCoreCdn Eq,CED,,
585,952,CI 1stAsst CoreCdnEq,CSY,,
586,954,CI1stAstCoreUSEqC$Un,CES,,
587,955,CI1stAstCorUSEqC$Unh,CES.B,,
588,956,CI1stAstCorUS$UnHGUn,CES.U,,
589,958,CI 1stAstEngyGianCov,NXF,,
590,959,CI1stAstEgyGiaUnhgUn,NXF.B,,
591,961,CI 1stAst EnhGovBond,FGO,,
592,962,CI1stAst EnhGvtBndUS,FGO.U,,
593,964,CI 1stAstEnhncSH Bnd,FSB,,
594,965,CI1stAstEnhncShBndUS,FSB.U,,
595,967,CI 1st Asset EU Un,FHB,,
596,969,CI 1stAst GlbFinSctr,FSF,,
597,971,CI 1st AstHlthCrCov,FHI,,
598,972,CI1stAstHlthCr CovUH,FHI.B,,
599,974,CI 1stAst InterstSvg,CSAV,nan,nan
600,976,CI 1st Asst InvBndUn,FIG,Financial Services,Asset Management
601,977,CI 1st AsstInvBnd US,FIG.U,,
602,979,CI1st Asst LngDurFxd,FLB,,
603,981,CI 1stAsst MornDiv30,DXM,,
604,983,CI1stAsst MrnMomntUn,WXM,,
605,985,CI 1stAstMornCA Val,FXM,,
606,987,CI 1stAst MornIntlUn,ZXM,,
607,988,CI1stAst IntlMomUnhg,ZXM.B,,
608,990,CI1stAstMrnIntlValUn,VXM,,
609,991,CI 1stAstIntlValUnhg,VXM.B,,
610,993,CI1stAsstMrnstrNBkQC,QXM,,
611,995,CI 1stAstUS Div50 Un,UXM,,
612,996,CI1stAstUSDv50UnhgUn,UXM.B,,
613,998,CI 1st AstUS MomntUn,YXM,,
614,999,CI 1st AstUSMmntUnhg,YXM.B,,
615,1001,CI 1stAstMornUSValUn,XXM,,
616,1002,CI1stAstMrnUS ValUhg,XXM.B,,
617,1004,CI 1st AstMSCI CA Un,RWC,,
618,1006,CI 1stAstMSCI CAQual,FQC,,
619,1008,CI 1stAst MSCI EU Un,RWE,,
620,1009,CI 1stAst EU UnhgUn,RWE.B,,
621,1011,CI 1st AstIntlRskWgt,RWX,,
622,1012,CI1st AstIntlRskUnHg,RWX.B,,
623,1014,CI 1stAstMSCI USA Un,RWU,,
624,1015,CI1stAstMSCI US Unhg,RWU.B,,
625,1017,CI 1stAstMSCI WrldUn,RWW,,
626,1018,CI1stAstMSCI WrlUnhg,RWW.B,,
627,1020,CI 1st Asst Pref Shr,FPR,,
628,1022,CI1stAsstST GovBndCl,FGB,,
629,1024,CI 1stAstTech Giants,TXF,,
630,1025,CI1stAstTecGiantUnHG,TXF.B,,
631,1027,CI 1stAstUS&CALifeco,FLI,,
632,1029,CI 1st AsstUS Buybac,FBU,,
633,1031,CI 1st AsstUSTacSect,FUT,,
634,1033,CI 1stAstUS TrnLeadr,SID,,
635,1035,CIBC ActvInvCorpBond,CACB,,
636,1037,CIBC ActvInvFltgBond,CAFR,,
637,1039,CIBC Multifac Cdn Eq,CMCE,,
638,1041,CIBC Multfactr US Eq,CMUE,,
639,1042,CIBC MltifactrUS HEG,CMUE.F,,
640,1044,CIBT Education Grp J,MBA,Consumer Defensive,Education
641,1046,Cineplex Inc.,CGX,Consumer Cyclical,Entertainment
642,1048,Cipher Pharma J,CPH,Healthcare,Drug Manufacturers
643,1050,Citadel Incm Fund Un,CTF.UN,,
644,1052,Clairvest Group Inc,CVG,Financial Services,Asset Management
645,1054,Clarke Inc.,CKI,Financial Services,Asset Management
646,1056,Clean TeQ Hldg J Ord,CLQ,Industrials,Waste Management
647,1058,ClearStream Energy,CSM,Energy,Oil & Gas - Services
648,1060,Clearwater Seafoods,CLR,Consumer Defensive,Consumer Packaged Goods
649,1062,CNOOC Limited ADRs,CNU,Energy,Oil & Gas - E&P
650,1064,Co-operators Sr C Pr,CCS.PR.C,Financial Services,Insurance
651,1066,Cogeco Commun Inc SV,CCA,Communication Services,Communication Services
652,1068,Cogeco Inc. SV,CGO,Communication Services,Communication Services
653,1070,CoinCap STOXX BRAIN,THNK,,
654,1072,CoinCap STOXX Blkchn,LDGR,,
655,1074,Colabor Group Inc.,GCL,Consumer Defensive,Retail - Defensive
656,1075,Colabor Grp 6% Deb,GCL.DB.A,Consumer Defensive,Retail - Defensive
657,1077,Colliers Intl Grp SV,CIGI,Real Estate,Real Estate Services
658,1079,Columbus Gold Corp J,CGT,Basic Materials,Metals & Mining
659,1081,Cominar Real Est Un,CUF.UN,Real Estate,REITs
660,1083,Commerce Split Cap,YCM,Financial Services,Asset Management
661,1084,Commerce Split I Pr,YCM.PR.A,Financial Services,Asset Management
662,1085,Commerce Split II Pr,YCM.PR.B,Financial Services,Asset Management
663,1087,Computer Modelling J,CMG,Technology,Application Software
664,1089,Condor Gold plc J,COG,Basic Materials,Metals & Mining
665,1091,Condor Petroleum J,CPI,Energy,Oil & Gas - E&P
666,1093,Conifex Timber Inc.,CFF,Basic Materials,Forest Products
667,1095,Constellation Softwr,CSU,Technology,Application Software
668,1096,Constellation Deb 1,CSU.DB,Technology,Application Software
669,1098,Continental Gold J,CNL,Basic Materials,Metals & Mining
670,1100,Copper Mountain J,CMMC,Basic Materials,Metals & Mining
671,1102,Corby Spirit&Wine A,CSW.A,Consumer Defensive,Beverages - Alcoholic
672,1103,Corby Spirit&Wn B NV,CSW.B,Consumer Defensive,Beverages - Alcoholic
673,1105,Core Cdn Dividend Un,CDD.UN,Financial Services,Asset Management
674,1107,Coro Mining Corp. J,COP,Basic Materials,Metals & Mining
675,1109,Correvio Pharma Corp,CORV,Healthcare,Drug Manufacturers
676,1111,Corridor Resources,CDH,Energy,Oil & Gas - E&P
677,1113,Corus Entertnmnt B,CJR.B,Consumer Cyclical,Entertainment
678,1115,Corvus Gold Inc. J,KOR,Basic Materials,Metals & Mining
679,1117,Cott Corporation,BCB,Consumer Defensive,Beverages - Non-Alcoholic
680,1119,CounterPath Corp. J,PATH,Technology,Application Software
681,1121,CPI Card Group Inc.,PMTS,Industrials,Industrial Products
682,1123,Crescent Point Corp.,CPG,Energy,Oil & Gas - E&P
683,1125,Crescita Therpeutc J,CTX,Healthcare,Biotechnology
684,1127,Crew Energy Inc.,CR,Energy,Oil & Gas - E&P
685,1129,CRH Medical Corp. J,CRH,Healthcare,Medical Instruments & Equipment
686,1131,Crius Energy Tr Un,KWH.UN,Utilities,Utilities - Regulated
687,1133,Crombie Real Est Un,CRR.UN,Real Estate,REITs
688,1135,Cronos Group Inc. J,CRON,Healthcare,Drug Manufacturers
689,1137,Crown Cap Partners J,CRWN,Financial Services,Banks
690,1138,Crown CapPart J 6%Db,CRWN.DB,nan,nan
691,1140,CT Rl Est Invest Un,CRT.UN,Real Estate,REITs
692,1142,CU Inc. Pr Ser 1,CIU.PR.A,Utilities,Utilities - Regulated
693,1143,CU Inc. Pr Ser 4,CIU.PR.C,Utilities,Utilities - Regulated
694,1145,Currency Exch Intl J,CXI,Financial Services,Brokers & Exchanges
695,1147,Cymbria Corp Cl A NV,CYB,Financial Services,Asset Management
696,1149,D-Box Tech Inc. A J,DBO,Technology,Computer Hardware
697,1151,Data Commun Mgt,DCM,Industrials,Business Services
698,1153,Delphi Energy Corp.,DEE,Energy,Oil & Gas - E&P
699,1154,Delphi Energy 10% Nt,DEE.NT,nan,nan
700,1155,Delphi Energy Wt,DEE.WT,nan,nan
701,1157,Denison Mines Corp,DML,Basic Materials,Metals & Mining
702,1159,Descartes Systems,DSG,Technology,Application Software
703,1161,Desjardins 1-5yrCorp,DCC,,
704,1163,Desjardins 1-5yrGovt,DCG,,
705,1165,Desjardn AltLN/SH Eq,DANC,,
706,1167,DesjardinCaMltiCntrl,DFC,,
707,1169,Desjardins Cdn Pref,DCP,,
708,1171,Desjardins CdnST Bnd,DCS,,
709,1173,DesjardinCA UnivBnd,DCU,nan,nan
710,1175,DesjardinDevexUS xCA,DFD,,
711,1177,DesjardinEmrgMltFctr,DFE,,
712,1179,Desjardins RI CA Bnd,DRCU,,
713,1181,DesjardinsRI CA LwCO,DRMC,,
714,1183,DesjardinsRI CA Mlti,DRFC,,
715,1185,DesjardinsRI DevUSCA,DRFD,,
716,1187,DesjardnRI MktLowCo2,DRFE,nan,nan
717,1189,Desjardins RI GblETF,DRFG,nan,nan
718,1191,DesjardinsRI USLowCO,DRMU,,
719,1193,DesjardinsRI USAMult,DRFU,,
720,1195,DesjardinUSMultCntrl,DFU,,
721,1197,Detour Gold Corp J,DGC,Basic Materials,Metals & Mining
722,1199,DHX Media Ltd Com&VV,DHX,Consumer Cyclical,Entertainment
723,1200,DHX Media 5.875% Deb,DHX.DB,nan,nan
724,1202,Difference Cap Fin J,DCF,Financial Services,Asset Management
725,1204,DIRTT Env Solution J,DRT,Industrials,Engineering & Construction
726,1206,Divers Rylty Corp.,DIV,Financial Services,Banks
727,1207,Diversif Rlty 5.25Db,DIV.DB,nan,nan
728,1209,Dividend 15 Splt A,DFN,Financial Services,Asset Management
729,1210,Dividend 15 Splt Pr,DFN.PR.A,Financial Services,Asset Management
730,1212,Dividend 15Split 2 A,DF,Financial Services,Asset Management
731,1213,Dividend 15Splt 2 Pr,DF.PR.A,Financial Services,Asset Management
732,1215,Div Growth Splt Cl A,DGS,Financial Services,Asset Management
733,1216,Div Growth Split Pr,DGS.PR.A,Financial Services,Asset Management
734,1218,Dividend Select 15Eq,DS,Financial Services,Asset Management
735,1220,Dollarama Inc.,DOL,Consumer Defensive,Retail - Defensive
736,1222,Domtar Corporation,UFS,Basic Materials,Forest Products
737,1224,Dorel Ind Inc A MV,DII.A,Consumer Cyclical,Manufacturing - Apparel & Furniture
738,1225,Dorel Ind Inc B SV,DII.B,Consumer Cyclical,Manufacturing - Apparel & Furniture
739,1226,Dorel Ind 5.5% Db US,DII.DB.U,Consumer Cyclical,Manufacturing - Apparel & Furniture
740,1228,Dream Global REIT Un,DRG.UN,Real Estate,REITs
741,1230,Dream Hrd AsetAlt Un,DRA.UN,Real Estate,REITs
742,1232,Dream Industrl REIT,DIR.UN,Real Estate,REITs
743,1234,Dream Office REIT Un,D.UN,Real Estate,REITs
744,1236,DREAM Unltd Cl A SV,DRM,Real Estate,Real Estate Services
745,1237,DREAM Unltd 1st Pr,DRM.PR.A,Real Estate,Real Estate Services
746,1239,Dundee Corp. Cl A SV,DC.A,Financial Services,Asset Management
747,1240,Dundee Corp. Pr 2,DC.PR.B,Financial Services,Asset Management
748,1241,Dundee Corp 1st Pr 3,DC.PR.D,Financial Services,Asset Management
749,1242,Dundee Corp Wt,DC.WT,nan,nan
750,1244,Dundee Precious Mtl,DPM,Basic Materials,Metals & Mining
751,1246,DXI Energy Inc J,DXI,Energy,Oil & Gas - E&P
752,1248,Dynacor Gold Mines J,DNG,Basic Materials,Metals & Mining
753,1250,Dynamic iShr CADivUn,DXC,,
754,1252,Dynamic iShrCrosBond,DXO,,
755,1254,Dynamic iShr GlblDiv,DXG,,
756,1256,Dynamic iShr GlbFin,DXF,,
757,1258,Dynamc iShr ActvFltg,DXV,,
758,1260,Dynamic iShr Pref Un,DXP,,
759,1262,Dynamic iShrActvTact,DXB,,
760,1264,Dynamic iShr US Div,DXU,,
761,1266,Dynamic iShrUSMidCap,DXZ,,
762,1268,E Split Corp. Cl A,ENS,Financial Services,Asset Management
763,1269,E Split Corp. Pr,ENS.PR.A,nan,nan
764,1271,E-L Financial Corp.,ELF,Financial Services,Insurance - Property & Casualty
765,1272,E-L Financial 1st Pr,ELF.PR.F,Financial Services,Insurance - Property & Casualty
766,1273,E-L Financl 4.75 Pr2,ELF.PR.G,Financial Services,Insurance - Property & Casualty
767,1274,E-L Financl 5.5 Pr 3,ELF.PR.H,Financial Services,Insurance - Property & Casualty
768,1276,Eagle Energy Inc. J,EGL,Energy,Oil & Gas - E&P
769,1278,East Coast InvGrd Un,ECF.UN,Financial Services,Asset Management
770,1280,Eastern Platinum J,ELR,Basic Materials,Metals & Mining
771,1282,Eastmain Resources J,ER,Basic Materials,Metals & Mining
772,1284,Echelon Fin Hldgs,EFH,Financial Services,Insurance - Property & Casualty
773,1286,ECN Capital Corp.,ECN,Financial Services,Credit Services
774,1287,ECN Capital 6.50% Pr,ECN.PR.A,Financial Services,Credit Services
775,1288,ECN Capital 6.25% Pr,ECN.PR.C,Financial Services,Credit Services
776,1290,eCobalt Solutions J,ECS,Basic Materials,Metals & Mining
777,1291,eCobalt Solutn J Wt,ECS.WT,nan,nan
778,1293,Economic Investment,EVT,,
779,1295,EcoSynthetix Inc. J,ECO,Basic Materials,Chemicals
780,1297,Eldorado Gold Corp.,ELD,Basic Materials,Metals & Mining
781,1299,Electrovaya Inc.,EFL,Technology,Computer Hardware
782,1301,Element Fleet Mgt,EFN,Financial Services,Credit Services
783,1302,Element Fleet5.125Db,EFN.DB,Financial Services,Credit Services
784,1303,Element Fleet 4.25Db,EFN.DB.A,Financial Services,Credit Services
785,1304,Element Flt 4.25B Db,EFN.DB.B,nan,nan
786,1305,Element Fleet Pr A,EFN.PR.A,Financial Services,Credit Services
787,1306,Element Fleet Pr C,EFN.PR.C,Financial Services,Credit Services
788,1307,Element Fleet Pr E,EFN.PR.E,Financial Services,Credit Services
789,1308,Element Fleet Pr G,EFN.PR.G,Financial Services,Credit Services
790,1309,Element Fleet Pr I,EFN.PR.I,Financial Services,Credit Services
791,1311,Emera Incorporated,EMA,Utilities,Utilities - Regulated
792,1312,Emera Inc. Ser A Pr,EMA.PR.A,Utilities,Utilities - Regulated
793,1313,Emera Inc. Ser B Pr,EMA.PR.B,Utilities,Utilities - Regulated
794,1314,Emera Inc. Ser C Pr,EMA.PR.C,Utilities,Utilities - Regulated
795,1315,Emera Inc. Ser E Pr,EMA.PR.E,Utilities,Utilities - Regulated
796,1316,Emera Inc. Ser F Pr,EMA.PR.F,Utilities,Utilities - Regulated
797,1317,Emera Inc. Ser H Pr,EMA.PR.H,Utilities,Utilities - Regulated
798,1319,Empire Co Cl A NV,EMP.A,Consumer Defensive,Retail - Defensive
799,1321,Enbridge Inc.,ENB,Energy,Oil & Gas - Midstream
800,1322,Enbridge Ser 9 Pr,ENB.PF.A,Energy,Oil & Gas - Midstream
801,1323,Enbridge Ser 11 Pr,ENB.PF.C,Energy,Oil & Gas - Midstream
802,1324,Enbridge Ser 13 Pr,ENB.PF.E,Energy,Oil & Gas - Midstream
803,1325,Enbridge Ser 15 Pr,ENB.PF.G,Energy,Oil & Gas - Midstream
804,1326,Enbridge Ser 17 Pr,ENB.PF.I,Energy,Oil & Gas - Midstream
805,1327,Enbridge Ser 19 Pr,ENB.PF.K,Energy,Oil & Gas - Midstream
806,1328,Enbridge Ser L US Pr,ENB.PF.U,Energy,Oil & Gas - Midstream
807,1329,Enbridge Ser 5 US Pr,ENB.PF.V,Energy,Oil & Gas - Midstream
808,1330,Enbridge 5.50% Pr,ENB.PR.A,Energy,Oil & Gas - Midstream
809,1331,Enbridge Inc Sr B Pr,ENB.PR.B,Energy,Oil & Gas - Midstream
810,1332,Enbridge Inc Sr C Pr,ENB.PR.C,nan,nan
811,1333,Enbridge Inc Sr D Pr,ENB.PR.D,Energy,Oil & Gas - Midstream
812,1334,Enbridge Inc Sr F Pr,ENB.PR.F,Energy,Oil & Gas - Midstream
813,1335,Enbridge Inc Sr H Pr,ENB.PR.H,Energy,Oil & Gas - Midstream
814,1336,Enbridge Ser 7 Pr,ENB.PR.J,Energy,Oil & Gas - Midstream
815,1337,Enbridge Inc Sr N Pr,ENB.PR.N,Energy,Oil & Gas - Midstream
816,1338,Enbridge Inc Sr P Pr,ENB.PR.P,Energy,Oil & Gas - Midstream
817,1339,Enbridge Inc Sr R Pr,ENB.PR.T,Energy,Oil & Gas - Midstream
818,1340,Enbridge Sr J US Pr,ENB.PR.U,Energy,Oil & Gas - Midstream
819,1341,Enbridge Ser 1 US Pr,ENB.PR.V,Energy,Oil & Gas - Midstream
820,1342,Enbridge Ser 3 Pr,ENB.PR.Y,Energy,Oil & Gas - Midstream
821,1344,EnCana Corporation,ECA,Energy,Oil & Gas - E&P
822,1346,Endeavour Mining Ord,EDV,Basic Materials,Metals & Mining
823,1348,Endeavour Silver J,EDR,Basic Materials,Metals & Mining
824,1350,Enerflex Ltd.,EFX,Energy,Oil & Gas - Services
825,1352,Energy Fuels Inc. J,EFR,Basic Materials,Metals & Mining
826,1353,Energy Fuels Deb J,EFR.DB,Basic Materials,Metals & Mining
827,1354,Energy Fuels Wt J,EFR.WT,nan,nan
828,1356,Energy Income Fnd Un,ENI.UN,Financial Services,Asset Management
829,1358,Enerplus Corporation,ERF,Energy,Oil & Gas - E&P
830,1360,Enghouse Systems Ltd,ENGH,Technology,Application Software
831,1362,Ensign Engy Services,ESI,Energy,Oil & Gas - Drilling
832,1364,Enterprise Group Inc,E,Industrials,Engineering & Construction
833,1366,ENTREC Corporation,ENT,Industrials,Transportation & Logistics
834,1367,ENTREC Corp. Deb,ENT.DB,nan,nan
835,1369,Entree Resources J,ETG,Basic Materials,Metals & Mining
836,1371,Equitable Group Inc.,EQB,Financial Services,Banks
837,1372,Equitable Grp Pr 3,EQB.PR.C,Financial Services,Banks
838,1374,Erdene Res Dev J,ERD,Basic Materials,Metals & Mining
839,1376,Ero Copper Corp. J,ERO,Basic Materials,Metals & Mining
840,1378,Essential Energy Ltd,ESN,Energy,Oil & Gas - Services
841,1380,Etrion Corporation J,ETX,Utilities,Utilities - Independent Power Producers
842,1382,Euro Sun Mining J,ESM,Basic Materials,Metals & Mining
843,1384,Euromax Resources J,EOX,Basic Materials,Metals & Mining
844,1386,European FocusDiv Un,EF.UN,Financial Services,Asset Management
845,1388,Evertz Technologies,ET,Technology,Communication Equipment
846,1390,Evolve CA Pref UnHeg,DIVS,,
847,1392,EvolveActvGlbFxdIncm,EARN,,
848,1394,Evolve ShDurBond Heg,TIME,,
849,1395,Evolve ShDurBond Unh,TIME.B,,
850,1397,Evolve Actv USEq Heg,CAPS,,
851,1398,EvolveActvUS EqUnheg,CAPS.B,,
852,1399,EvolveActvUS$ Unhegd,CAPS.U,,
853,1401,Evolve AutoInnov Heg,CARS,,
854,1402,Evolve AutoInnovUnHg,CARS.B,,
855,1403,Evolve AutomobUnhgUS,CARS.U,nan,nan
856,1405,Evolve Cyber Sec Heg,CYBR,,
857,1406,Evolve CyberSecUnHg,CYBR.B,,
858,1407,EvolveCybrSec UnhgUS,CYBR.U,nan,nan
859,1409,Evolve E-Gaming HgUn,HERO,,
860,1411,Evolve GlbHlthYldHeg,LIFE,,
861,1412,EvolveGlbHealth Unhg,LIFE.B,,
862,1414,Evolve GlbMatMin Heg,BASE,nan,nan
863,1415,EvolveGlbMatMinUnheg,BASE.B,nan,nan
864,1417,Evolve Innovation Un,EDGE,,
865,1419,Evolve Marijuana Un,SEED,nan,nan
866,1421,Evolve NA Gender Heg,HERS,,
867,1422,Evolve NA GndrUn-Heg,HERS.B,,
868,1424,Evolve USBkEnhanc Hg,CALL,,
869,1425,Evolve USBkEnhYldUhg,CALL.B,,
870,1427,exactEarth Ltd. J,XCT,Technology,Computer Hardware
871,1429,Excellon Resources J,EXN,Basic Materials,Metals & Mining
872,1431,Excelsior Mining J,MIN,Basic Materials,Metals & Mining
873,1433,Exchange Income Corp,EIF,Industrials,Airlines
874,1434,Exchng Incm 5.25% Db,EIF.DB.H,nan,nan
875,1435,ExchngIncm 5y 5.25Db,EIF.DB.I,nan,nan
876,1436,Exchnge Incm J Deb,EIF.DB.J,nan,nan
877,1437,Exchange Incm 5.75Db,EIF.DB.K,nan,nan
878,1439,Exco Technologies,XTC,Consumer Cyclical,Autos
879,1441,Exemplar GrwthIncmUn,EGIF,,
880,1443,Exemplar Invst SerUn,CORP,,
881,1445,EXFO Inc. SV,EXF,Technology,Communication Equipment
882,1447,Extendicare Inc.,EXE,Healthcare,Health Care Providers
883,1448,Extendicare 5% Deb,EXE.DB.C,nan,nan
884,1450,Fairfax Africa SV US,FAH.U,Financial Services,Asset Management
885,1452,Fairfax Financial SV,FFH,Financial Services,Insurance - Property & Casualty
886,1453,Fairfax Fin Ser C Pr,FFH.PR.C,Financial Services,Insurance - Property & Casualty
887,1454,Fairfax Fin Ser D Pr,FFH.PR.D,Financial Services,Insurance - Property & Casualty
888,1455,Fairfax Fin Ser E Pr,FFH.PR.E,Financial Services,Insurance - Property & Casualty
889,1456,Fairfax Fin Ser F Pr,FFH.PR.F,Financial Services,Insurance - Property & Casualty
890,1457,Fairfax Fin Ser G Pr,FFH.PR.G,Financial Services,Insurance - Property & Casualty
891,1458,Fairfax Fin Ser H Pr,FFH.PR.H,Financial Services,Insurance - Property & Casualty
