,Index,Company Name,Symbol,Sector,Industry
68,117,Alithya Group J A SV,ALYA,Technology,Application Software
69,119,Allbanc Splt 2 Cap A,ALB,Financial Services,Asset Management
70,120,Allbanc Splt II Pr 2,ALB.PR.C,Financial Services,Asset Management
71,122,Allied Prop. REIT Un,AP.UN,Real Estate,REITs
72,124,Almaden Minerals,AMM,Basic Materials,Metals & Mining
73,126,Almonty Industries J,AII,Basic Materials,Metals & Mining
74,128,AltaGas Canada Inc.,ACI,Utilities,Utilities - Regulated
75,130,AltaGas Ltd.,ALA,Energy,Oil & Gas - Midstream
76,131,AltaGas Ltd Sr A Pr,ALA.PR.A,Energy,Oil & Gas - Midstream
77,132,AltaGas Ltd Sr B Pr,ALA.PR.B,Energy,Oil & Gas - Midstream
78,133,AltaGas Ltd Sr E Pr,ALA.PR.E,Energy,Oil & Gas - Midstream
79,134,AltaGas Ltd Sr G Pr,ALA.PR.G,Energy,Oil & Gas - Midstream
80,135,AltaGas Ltd Sr I Pr,ALA.PR.I,Energy,Oil & Gas - Midstream
81,136,AltaGas Ltd Sr K Pr,ALA.PR.K,Energy,Oil & Gas - Midstream
82,137,AltaGas Ltd C Pr USF,ALA.PR.U,Energy,Oil & Gas - Midstream
83,139,Altius Minerals Corp,ALS,Basic Materials,Metals & Mining
84,140,Altius Minerals Pr,ALS.PR.A,Basic Materials,Metals & Mining
85,142,Altus Group Limited,AIF,Real Estate,Real Estate Services
86,144,American Hotl Deb US,HOT.DB.U,nan,nan
87,145,American Hotl Un USF,HOT.U,Real Estate,REITs
88,146,American Hotl LP Un,HOT.UN,Real Estate,REITs
89,148,Americas Silver J,USA,Basic Materials,Metals & Mining
90,150,Amerigo Resources J,ARG,Basic Materials,Metals & Mining
91,152,Anaconda Mining J,ANX,Basic Materials,Metals & Mining
92,154,Andrew Peller A NV,ADW.A,Consumer Defensive,Beverages - Alcoholic
93,155,Andrew Peller Ltd. B,ADW.B,Consumer Defensive,Beverages - Alcoholic
94,157,Anglo Pacific Ord,APY,nan,nan
95,159,Aphria Inc. J,APHA,Healthcare,Drug Manufacturers
96,161,Aptose Biosciences,APS,Healthcare,Biotechnology
97,163,Aquila Resources J,AQA,Basic Materials,Metals & Mining
98,165,ARC Resources Ltd.,ARX,Energy,Oil & Gas - E&P
99,167,Argonaut Gold Inc. J,AR,Basic Materials,Metals & Mining
100,169,Aritzia Inc. SV,ATZ,Consumer Cyclical,Retail - Apparel & Specialty
101,171,Artis REIT Ser A Pr,AX.PR.A,Real Estate,REITs
102,172,Artis REIT Ser E Pr,AX.PR.E,Real Estate,REITs
103,173,Artis REIT Ser G Pr,AX.PR.G,Real Estate,REITs
104,174,Artis REIT Ser I Pr,AX.PR.I,Real Estate,REITs
105,175,Artis REIT Un,AX.UN,Real Estate,REITs
106,177,Asanko Gold Inc. J,AKG,Basic Materials,Metals & Mining
107,179,Ascendant Res J,ASND,Basic Materials,Metals & Mining
108,180,Ascendant Res J Wt,ASND.WT,nan,nan
109,182,Atalaya Mining Ord J,AYM,nan,nan
110,184,ATCO Ltd. Cl I NV,ACO.X,Utilities,Utilities - Regulated
111,185,ATCO Ltd. Cl II,ACO.Y,Utilities,Utilities - Regulated
112,187,Athabasca Oil Corp J,ATH,Energy,Oil & Gas - E&P
113,189,Atlantic Power,ATP,Utilities,Utilities - Independent Power Producers
114,190,Atlantic Pwr 6% Db E,ATP.DB.E,nan,nan
115,192,Atlantic Pwr Eq Pr 1,AZP.PR.A,Utilities,Utilities - Regulated
116,193,Atlantic Pwr Eq Pr 2,AZP.PR.B,Utilities,Utilities - Regulated
117,194,Atlantic Pwr Eq Pr 3,AZP.PR.C,Utilities,Utilities - Regulated
118,196,Atlatsa Res Corp. J,ATL,Basic Materials,Metals & Mining
119,198,Atrium Mtg Invest,AI,Financial Services,Banks
120,199,Atrium Mtg Inv5.25Db,AI.DB,Financial Services,Banks
121,200,Atrium Mtg Inv 5.5Db,AI.DB.B,Financial Services,Banks
122,201,Atrium Mtg Inv 5.3Db,AI.DB.C,nan,nan
123,202,Atrium Mtg Inv 5.5Db,AI.DB.D,nan,nan
124,203,Atrium Mtg Inv 5.6Db,AI.DB.E,nan,nan
125,205,ATS Automation Tool,ATA,Industrials,Industrial Products
126,207,Aura Minerals Inc. J,ORA,Basic Materials,Metals & Mining
127,209,Aurinia Pharma Inc J,AUP,Healthcare,Biotechnology
128,211,Aurora Cannabis J,ACB,Healthcare,Drug Manufacturers
129,212,Aurora Cannabs J Wt,ACB.WT,nan,nan
130,214,Auryn Resources J,AUG,Basic Materials,Metals & Mining
131,216,Australian REIT A Un,HRR.UN,Real Estate,REITs
132,218,AutoCanada Inc.,ACQ,Consumer Cyclical,Autos
133,220,Automotive Ppty Un,APR.UN,Real Estate,REITs
134,222,Avalon Advncd Mtrl J,AVL,Basic Materials,Metals & Mining
135,224,Avcorp Industries,AVP,Industrials,Aerospace & Defense
136,226,Avesoro Res Inc. J,ASO,Basic Materials,Metals & Mining
137,228,Avino Silver & Gld J,ASM,Basic Materials,Metals & Mining
138,229,Avino Silvr&Gld J Wt,ASM.WT,Basic Materials,Metals & Mining
139,231,Azarga Uranium A J,AZZ,Basic Materials,Metals & Mining
140,233,B2Gold Corp. J,BTO,Basic Materials,Metals & Mining
141,235,Badger Daylighting,BAD,Industrials,Engineering & Construction
142,237,Ballard Power Sys,BLDP,Industrials,Industrial Products
143,239,Balmoral Resources J,BAR,Basic Materials,Metals & Mining
144,241,Bank of Montreal,BMO,Financial Services,Banks
145,242,Bk of Mon Pr Ser 26,BMO.PR.A,Financial Services,Banks
146,243,Bk of Mon Pr Ser 38,BMO.PR.B,Financial Services,Banks
147,244,Bk of Mon Pr Ser 40,BMO.PR.C,Financial Services,Banks
148,245,Bk of Mon Pr Ser 42,BMO.PR.D,Financial Services,Banks
149,246,Bk of Mon Pr Ser 44,BMO.PR.E,Financial Services,Banks
150,247,Bk of Mon Pr Ser 46,BMO.PR.F,Financial Services,Banks
151,248,Bk of Mon Pr Ser 25,BMO.PR.Q,Financial Services,Banks
152,249,Bk of Mon Pr Ser 27,BMO.PR.S,Financial Services,Banks
153,250,Bk of Mon Pr Ser 29,BMO.PR.T,Financial Services,Banks
154,251,Bk of Mon Pr Ser 31,BMO.PR.W,Financial Services,Banks
155,252,Bk of Mon Pr Ser 33,BMO.PR.Y,Financial Services,Banks
156,253,Bk of Mon Pr Ser 35,BMO.PR.Z,Financial Services,Banks
157,255,Bank of Nova Scotia,BNS,Financial Services,Banks
158,256,Bank of N S Sr 31 Pr,BNS.PR.D,Financial Services,Banks
159,257,Bank of N S Sr 34 Pr,BNS.PR.E,Financial Services,Banks
160,258,Bank of N S Sr 33 Pr,BNS.PR.F,Financial Services,Banks
161,259,Bank of N S Sr 36 Pr,BNS.PR.G,Financial Services,Banks
162,260,Bank of N S Sr 38 Pr,BNS.PR.H,Financial Services,Banks
163,261,Bank of N S Sr 40 Pr,BNS.PR.I,Financial Services,Banks
164,262,Bank of N S Sr 30 Pr,BNS.PR.Y,Financial Services,Banks
165,263,Bank of N S Sr 32 Pr,BNS.PR.Z,Financial Services,Banks
166,265,Barclays Bank NtI-28,BXS.DB.C,nan,nan
167,267,Barrick Gold Corp,ABX,Basic Materials,Metals & Mining
168,269,Bausch Health Co,BHC,Healthcare,Drug Manufacturers
169,271,Baylin Tech Inc. J,BYL,Technology,Communication Equipment
170,272,Baylin Tech J Deb,BYL.DB,nan,nan
171,274,Baytex Energy Corp.,BTE,Energy,Oil & Gas - E&P
172,276,BCE Inc.,BCE,Communication Services,Communication Services
173,277,BCE Inc. Pr Ser AA,BCE.PR.A,Communication Services,Communication Services
174,278,BCE Inc. Pr Ser AB,BCE.PR.B,Communication Services,Communication Services
175,279,BCE Inc. Pr Ser AC,BCE.PR.C,Communication Services,Communication Services
176,280,BCE Inc. Pr Ser AD,BCE.PR.D,Communication Services,Communication Services
177,281,BCE Inc. Pr Ser AE,BCE.PR.E,Communication Services,Communication Services
178,282,BCE Inc. Pr Ser AF,BCE.PR.F,Communication Services,Communication Services
179,283,BCE Inc. Pr Ser AG,BCE.PR.G,Communication Services,Communication Services
180,284,BCE Inc. Pr Ser AH,BCE.PR.H,Communication Services,Communication Services
181,285,BCE Inc. Pr Ser AI,BCE.PR.I,Communication Services,Communication Services
182,286,BCE Inc. Pr Ser AJ,BCE.PR.J,Communication Services,Communication Services
183,287,BCE Inc. Pr Ser AK,BCE.PR.K,Communication Services,Communication Services
184,288,BCE Inc. Pr Ser AL,BCE.PR.L,Communication Services,Communication Services
185,289,BCE Inc. Pr Ser AM,BCE.PR.M,Communication Services,Communication Services
186,290,BCE Inc. Pr Ser AN,BCE.PR.N,Communication Services,Communication Services
187,291,BCE Inc. Pr Ser AO,BCE.PR.O,Communication Services,Communication Services
188,292,BCE Inc. Pr Ser AQ,BCE.PR.Q,Communication Services,Communication Services
189,293,BCE Inc. Pr Ser R,BCE.PR.R,Communication Services,Communication Services
190,294,BCE Inc. Pr Ser S,BCE.PR.S,Communication Services,Communication Services
191,295,BCE Inc. Pr Ser T,BCE.PR.T,Communication Services,Communication Services
192,296,BCE Inc. Pr Series Y,BCE.PR.Y,Communication Services,Communication Services
193,297,BCE Inc. Pr Series Z,BCE.PR.Z,Communication Services,Communication Services
194,299,Becker Milk Cl B NV,BEK.B,Real Estate,Real Estate Services
195,301,Bellatrix Expl Ltd.,BXE,Energy,Oil & Gas - E&P
196,303,BELLUS Health Inc.,BLU,Healthcare,Biotechnology
197,305,Belo Sun Mining J,BSX,Basic Materials,Metals & Mining
198,307,Bengal Energy Ltd. J,BNG,Energy,Oil & Gas - E&P
199,309,BetaProCdnGldMn-2xBr,HGD,,
200,311,BetaProCdnGldMnr2xBl,HGU,,
201,313,BetaPro CrdOil-2x Br,HOD,,
202,315,BetaPro CrudeOil2xBl,HOU,,
203,317,BetaPro GldBul-2x Br,HBD,,
204,319,BetaPro GldBul 2x Bl,HBU,,
205,321,BetaPro MarijCo2xBul,HMJU,nan,nan
206,323,BetaPro MarijCoInvrA,HMJI,Financial Services,Asset Management
207,325,BetaProNSDQ100 -2xBr,HQD,,
208,326,BtaProNSDQ100-2xBrUS,HQD.U,,
209,328,BetaProNASDQ100 2xBl,HQU,,
210,330,BetaProNatGas -2x Br,HND,,
211,332,BetaPro NatGas 2xBul,HNU,,
212,334,BetaPro S&P500 -2xBr,HSD,,
213,336,BetaPro S&P500 2x Bl,HSU,,
214,338,BetaProSP500DlyInvrs,HIU,,
215,340,BetaProSP500 ST Futr,HUV,,
216,342,BetaProS&PTSX60-2xBr,HXD,,
217,344,BetaProS&PTSX60 2xBl,HXU,,
218,346,BetaPro60 DailyInvrs,HIX,,
219,348,BetaProS&PTSXEngy-2x,HED,,
220,350,BetaProS&PTSX Engy2x,HEU,,
221,352,BetaProSPTSX Fin -2x,HFD,,
222,354,BetaProSPTSXFin 2xBl,HFU,,
223,356,BetaPro Slvr -2DlyBr,HZD,,
224,358,BetaPro Slvr 2xDlyBl,HZU,,
225,360,Big Pharma Split A,PRM,Financial Services,Asset Management
226,361,Big Pharma Split Pr,PRM.PR.A,Financial Services,Asset Management
227,363,Big Rock Brewery Inc,BR,Consumer Defensive,Beverages - Alcoholic
228,365,BIP Invest Ser 1 Pr,BIK.PR.A,Financial Services,Asset Management
229,367,Birchcliff Energy,BIR,Energy,Oil & Gas - E&P
230,368,Birchcliff Engy Pr A,BIR.PR.A,Energy,Oil & Gas - E&P
231,369,Birchcliff Engy Pr C,BIR.PR.C,Energy,Oil & Gas - E&P
232,371,Bird Construction,BDT,Industrials,Engineering & Construction
233,373,Black Diamond Group,BDI,Industrials,Consulting & Outsourcing
234,375,Black Iron Inc. J,BKI,Basic Materials,Metals & Mining
235,377,BlackBerry Limited,BB,Technology,Communication Equipment
236,378,BlackBerry 3.75Db US,BB.DB.V,nan,nan
237,380,Blockchain Tech A Un,HBLK,,
238,382,Bloom Select Incm Un,BLB.UN,nan,nan
239,384,Bloom US Incm&Gro Un,BUA.UN,nan,nan
240,386,Blue Ribbon Incm Un,RBN.UN,Financial Services,Asset Management
241,388,BMO AggregateBnd ETF,ZAG,,
242,390,BMO Balanced ETF CAD,ZBAL,,
243,392,BMO Cdn Dividend Un,ZDV,,
244,394,BMO Cdn HiDivCovCall,ZWC,,
245,396,BMO China Eq Idx ETF,ZCH,,
246,398,BMO Conservative Un,ZCON,,
247,400,BMO Core+Bond ETF Sr,ZCPB,,
248,402,BMO Corp Bond Idx Un,ZCB,,
249,404,BMO Coverd CallCdnBk,ZWB,,
250,406,BMO DJ IndustAvg Un,ZWA,,
251,408,BMO CoverCalUS Bk CA,ZWK,,
252,410,BMO CoverdUtility Un,ZWU,,
253,412,BMO Discount Bnd Un,ZDB,,
254,414,BMO DJ IndAv Heg ETF,ZDJ,,
255,416,BMO Em Mkt Bond HED,ZEF,,
256,418,BMO Eql Wgt Bank ETF,ZEB,,
257,420,BMO EqWgtGlbMtlHegCA,ZMT,,
258,422,BMO EqWght Glb Gold,ZGD,,
259,424,BMO EqWgtIndustrl Un,ZIN,,
260,426,BMO Eq WghtOil & Gas,ZEO,,
261,428,BMO Eql Wgt REITs Un,ZRE,,
262,430,BMO Eq Wgt US Banks,ZUB,,
263,432,BMO EqlWght US BkCAD,ZBK,,
264,434,BMO EqWgt US Health,ZUH,,
265,436,BMO EqWgtUS HlthCare,ZHU,,
266,438,BMO Eql Wgt Util ETF,ZUT,,
267,440,BMO EU HiDiv CovCall,ZWP,,
268,442,BMO EU DivCovCal C-H,ZWE,,
269,444,BMO Fltg RtHi Yld Un,ZFH,,
270,446,BMO Glbl BanksHegCAD,BANK,,
271,448,BMO Global Commun Un,COMM,,
272,450,BMO Glbl ConsmrDiscr,DISC,,
273,452,BMO Glbl Consmr Stpl,STPL,,
274,454,BMO Gbl Infrastr ETF,ZGI,,
275,456,BMO GlblInsuranceHeg,INSR,,
276,458,BMO Glb Mult-SctrBnd,ZMSB,,
277,460,BMO Glb Stratgc Bond,ZGSB,,
278,462,BMO Gov't Bond Un,ZGB,,
279,464,BMO Growth ETF CA Un,ZGRO,,
280,466,BMO HY US CrpHdg ETF,ZHY,,
281,468,BMO HiYldUS CorpBnd,ZJK,,
282,470,BMO India Eq Idx ETF,ZID,,
283,472,BMO Int'l Div CAD Un,ZDI,,
284,474,BMO Intl DivHg-CA Un,ZDH,,
285,476,BMO Junior Gas ETF,ZJN,,
286,478,BMO Junior Gold ETF,ZJG,,
287,480,BMO Junior Oil ETF,ZJO,,
288,482,BMO Laddered Pr Indx,ZPR,,
289,484,BMO Long Crp Bnd ETF,ZLC,,
290,486,BMO Lng Federal Bond,ZFL,,
291,488,BMO LngProvBndCad Un,ZPL,,
292,490,BMO Volatlty Cad Un,ZLB,,
293,492,BMO LwVoltyEqCAD Un,ZLE,,
294,494,BMO LowVolIntl Eq Un,ZLI,,
295,496,BMO LwVol IntlEq H-C,ZLD,,
296,498,BMO LwVltyUSEq CADUn,ZLU,,
297,499,BMO LwVltyUSEq US Un,ZLU.U,,
298,501,BMO LowVol US Eq H-C,ZLH,,
299,503,BMO Mid Crp Bond ETF,ZCM,,
300,505,BMO Mid Fed Bnd Indx,ZFM,,
301,507,BMO MidProvBnd CadUn,ZMP,,
302,509,BMO MidUS IG HegBnd,ZMU,,
303,511,BMO MidUSCrpBndCA Un,ZIC,,
304,512,BMO MidUS CrpBnd USF,ZIC.U,,
305,514,BMO Monthly Incm Un,ZMI,,
306,516,BMO MSCI AllCntryWrl,ZGQ,,
307,518,BMO MSCI CdaValue Un,ZVC,,
308,520,BMO MSCI EAFE HegCAD,ZDM,,
309,522,BMO MSCI EAFE Idx Un,ZEA,,
310,524,BMO MSCI EAFE Val Un,ZVI,,
311,526,BMO MSCI EmrgMkts Un,ZEM,,
312,528,BMO MSCI EU HiQltyUn,ZEQ,,
313,530,BMO MSCI US HiQltyUn,ZUQ,,
314,532,BMO MSCI USAValue Un,ZVU,,
315,534,BMO Nasdaq EqHed ETF,ZQQ,,
316,536,BMO Nasdaq100 Eq Cad,ZNQ,,
317,538,BMO Rl Return Bond,ZRR,,
318,540,BMO S&P 500 Hedg-CAD,ZUE,,
319,542,BMO S&P500 IdxCAD Un,ZSP,,
320,543,BMO S&P500 Idx US Un,ZSP.U,,
321,545,BMO S&P/TSX CompIndx,ZCN,,
322,547,BMO Shiller Selct US,ZEUS,,
323,549,BMO Shrt Crp Bnd ETF,ZCS,,
324,550,BMO Sh Corp BndAccum,ZCS.L,,
325,552,BMO Shrt Fed Bnd ETF,ZFS,,
326,553,BMO ShFedrlBnd Accum,ZFS.L,,
327,555,BMO Shrt Prv Bnd ETF,ZPS,,
328,556,BMO ShProv Bnd Accum,ZPS.L,,
329,558,BMO ShortTrm Bond Un,ZSB,,
330,560,BMO Sh-Trm US CrpBnd,ZSU,,
331,562,BMO SIA Cdn Eqty Fnd,ZFC,,
332,564,BMO SIA NA Eq ETF Un,ZFN,,
333,566,BMO Tactical Div Un,ZZZD,,
334,568,BMO Ultra ShrtBnd Un,ZST,,
335,569,BMO UltraSh BndAccum,ZST.L,,
336,571,BMO UltraST BndUS Un,ZUS.U,,
337,572,BMO UltST BndUS Acum,ZUS.V,,
338,574,BMO USDiv ETF CAD Un,ZDY,,
339,575,BMO USDiv ETF USD Un,ZDY.U,,
340,577,BMO USDiv Hdg-Cad Un,ZUD,,
341,579,BMO US HighDivCov Un,ZWH,,
342,580,BMO US HighDivCov US,ZWH.U,,
343,582,BMO US HiDivCovHg-CA,ZWS,,
344,584,BMO US PrefShr Hg-CA,ZHP,,
345,586,BMO US PrefShr CA Un,ZUP,,
346,587,BMO US PrefShr USD,ZUP.U,,
347,589,BMO US Put Write CAD,ZPW,,
348,590,BMO US Put Write USD,ZPW.U,,
349,592,BMO US PutWrte Hg-CA,ZPH,,
350,594,BMO Women LeadrshpUn,WOMN,,
351,596,BMTC Group Inc.,GBT,Consumer Cyclical,Retail - Apparel & Specialty
352,598,BNK Petroleum Inc. J,BKX,Energy,Oil & Gas - E&P
353,600,BNS Split Corp. II A,BSC,Financial Services,Asset Management
354,601,BNS Split II Pr 2,BSC.PR.C,Financial Services,Asset Management
355,603,Boardwalk REIT Un,BEI.UN,Real Estate,REITs
356,605,Bombardier Cl A MV,BBD.A,Industrials,Aerospace & Defense
357,606,Bombardier Cl B SV,BBD.B,Industrials,Aerospace & Defense
358,607,Bombardier Ser 2 Pr,BBD.PR.B,Industrials,Aerospace & Defense
359,608,Bombardier 6.25% Pr,BBD.PR.C,Industrials,Aerospace & Defense
360,609,Bombardier Ser 3 Pr,BBD.PR.D,Industrials,Aerospace & Defense
361,611,Bonavista Energy,BNP,Energy,Oil & Gas - E&P
362,613,Bonterra Energy Corp,BNE,Energy,Oil & Gas - E&P
363,615,Boralex Inc. Cl A,BLX,Utilities,Utilities - Independent Power Producers
364,616,Boralex Inc 4.5% Deb,BLX.DB.A,Utilities,Utilities - Independent Power Producers
365,618,Boston Pizza Fnd Un,BPF.UN,Consumer Cyclical,Restaurants
366,620,Boyd Group Fnd Tr Un,BYD.UN,Consumer Cyclical,Personal Services
367,622,Boyuan Constr J,BOY,Consumer Cyclical,Homebuilding & Construction
368,624,Brampton Brick A SV,BBL.A,Basic Materials,Building Materials
369,626,Brand Leaders Fnd Un,HBL.UN,Financial Services,Asset Management
370,628,Bri-Chem Corp.,BRY,Energy,Oil & Gas - Services
371,630,Bridgemarq Rl Est RV,BRE,Real Estate,Real Estate Services
372,632,BristolGate CdnEtyUn,BGC,,
373,634,Bristol GateUS Eq Un,BGU,,
374,635,Bristol GateUSEq USD,BGU.U,nan,nan
375,637,Brompton Euro DivGro,EDGF,nan,nan
376,639,BromptonCrmrnInvPrUn,BPRF,,
377,641,BromptonGlblDivGroUn,BDIV,,
378,643,Brompton Gbl Hlthcr,HIG,Financial Services,Asset Management
379,645,Brompton Life Splt A,LCS,Financial Services,Asset Management
380,646,Brompton LifeSplt Pr,LCS.PR.A,Financial Services,Asset Management
381,648,BromptonNA FinDiv Un,BFIN,,
382,650,Brompton Oil Splt A,OSP,Financial Services,Asset Management
383,651,Brompton Oil Splt Pr,OSP.PR.A,Financial Services,Asset Management
384,653,Brompton Splt Banc A,SBC,Financial Services,Asset Management
385,654,Brompton Splt Bnc Pr,SBC.PR.A,Financial Services,Asset Management
386,656,Brompton Tech Leadr,TLF,Financial Services,Asset Management
387,658,Brookfld Asset A LV,BAM.A,Financial Services,Asset Management
388,659,Brookfld Asset Pr 32,BAM.PF.A,Financial Services,Asset Management
389,660,Brookfld Asset Pr 34,BAM.PF.B,Financial Services,Asset Management
390,661,Brookfld Asset Pr 36,BAM.PF.C,Financial Services,Asset Management
391,662,Brookfld Asset Pr 37,BAM.PF.D,Financial Services,Asset Management
392,663,Brookfld Asset Pr 38,BAM.PF.E,Financial Services,Asset Management
393,664,Brookfld Asset Pr 40,BAM.PF.F,Financial Services,Asset Management
394,665,Brookfld Asset Pr 42,BAM.PF.G,Financial Services,Asset Management
395,666,Brookfld Asset Pr 44,BAM.PF.H,Financial Services,Asset Management
396,667,Brookfld Asset Pr 46,BAM.PF.I,Financial Services,Asset Management
397,668,Brookfld Asset Pr 48,BAM.PF.J,Financial Services,Asset Management
398,669,Brookfld Asset Pr 2,BAM.PR.B,Financial Services,Asset Management
399,670,Brookfld Asset Pr 4,BAM.PR.C,Financial Services,Asset Management
400,671,Brookfld Asset Pr 8,BAM.PR.E,Financial Services,Asset Management
401,672,Brookfld Asset Pr 9,BAM.PR.G,Financial Services,Asset Management
402,673,Brookfld Asset Pr 13,BAM.PR.K,Financial Services,Asset Management
403,674,Brookfld Asset Pr 17,BAM.PR.M,Financial Services,Asset Management
404,675,Brookfld Asset Pr 18,BAM.PR.N,Financial Services,Asset Management
405,676,Brookfld Asset Pr 24,BAM.PR.R,Financial Services,Asset Management
406,677,Brookfld Asset Pr 25,BAM.PR.S,Financial Services,Asset Management
407,678,Brookfld Asset Pr 26,BAM.PR.T,Financial Services,Asset Management
408,679,Brookfld Asset Pr 28,BAM.PR.X,Financial Services,Asset Management
409,680,Brookfld Asset Pr 30,BAM.PR.Z,Financial Services,Asset Management
410,682,Brookfield Bus LP Un,BBU.UN,Industrials,Conglomerates
411,684,Brkfld GlbInfras Sec,BGI.UN,Financial Services,Asset Management
412,686,Brookfield InfrasPr1,BIP.PR.A,Utilities,Utilities - Regulated
413,687,Brookfield InfrasPr3,BIP.PR.B,Utilities,Utilities - Regulated
414,688,Brookfield InfrasPr5,BIP.PR.C,Utilities,Utilities - Regulated
415,689,Brookfield InfrasPr7,BIP.PR.D,Utilities,Utilities - Regulated
416,690,Brookfield InfrasPr9,BIP.PR.E,Utilities,Utilities - Regulated
417,691,Brookfield InfraPr11,BIP.PR.F,Utilities,Utilities - Regulated
418,692,Brookfield Infras Un,BIP.UN,Utilities,Utilities - Regulated
419,694,Brookfld Office PrAA,BPO.PR.A,Real Estate,Real Estate Services
420,695,Brookfld Office PrCC,BPO.PR.C,Real Estate,Real Estate Services
421,696,Brookfld Office PrEE,BPO.PR.E,Real Estate,Real Estate Services
422,697,Brookfld Office PrGG,BPO.PR.G,Real Estate,Real Estate Services
423,698,Brookfld Office PrII,BPO.PR.I,Real Estate,Real Estate Services
424,699,Brookfld Office Pr N,BPO.PR.N,Real Estate,Real Estate Services
425,700,Brookfld Office Pr P,BPO.PR.P,Real Estate,Real Estate Services
426,701,Brookfld Office Pr R,BPO.PR.R,Real Estate,Real Estate Services
427,702,Brookfld Office Pr S,BPO.PR.S,Real Estate,Real Estate Services
428,703,Brookfld Office Pr T,BPO.PR.T,Real Estate,Real Estate Services
429,704,Brookfld Office Pr W,BPO.PR.W,Real Estate,Real Estate Services
430,705,Brookfld Office Pr V,BPO.PR.X,Real Estate,Real Estate Services
431,706,Brookfld Office Pr Y,BPO.PR.Y,Real Estate,Real Estate Services
432,708,Brookfld Ppty LP Un,BPY.UN,Real Estate,Real Estate Services
433,710,Brookfld Ppty Pr 2,BPS.PR.A,Financial Services,Asset Management
434,711,Brookfld Ppty Pr 3,BPS.PR.B,Financial Services,Asset Management
435,712,Brookfld Ppty Pr 4,BPS.PR.C,Financial Services,Asset Management
436,713,Brookfld Pty Pr 1 US,BPS.PR.U,Financial Services,Asset Management
437,715,Brookfield Renew Pr5,BEP.PR.E,Utilities,Utilities - Independent Power Producers
438,716,Brookfield Renew Pr7,BEP.PR.G,Utilities,Utilities - Independent Power Producers
439,717,Brookfield Renew Pr9,BEP.PR.I,Utilities,Utilities - Independent Power Producers
440,718,Brookfield RenewPr11,BEP.PR.K,Utilities,Utilities - Independent Power Producers
441,719,Brookfield RenewPr13,BEP.PR.M,Utilities,Utilities - Independent Power Producers
442,720,Brookfield RenewPr15,BEP.PR.O,Utilities,Utilities - Independent Power Producers
443,721,Brookfield Renew Un,BEP.UN,Utilities,Utilities - Independent Power Producers
444,723,Brookfld Renew Pr 1,BRF.PR.A,Utilities,Utilities - Independent Power Producers
445,724,Brookfld Renew Pr 2,BRF.PR.B,Utilities,Utilities - Independent Power Producers
446,725,Brookfld Renew Pr 3,BRF.PR.C,Utilities,Utilities - Independent Power Producers
447,726,Brookfld Renew Pr 5,BRF.PR.E,Utilities,Utilities - Independent Power Producers
448,727,Brookfld Renew Pr 6,BRF.PR.F,Utilities,Utilities - Independent Power Producers
449,729,Brookfld Selct Oppor,BSO.UN,Financial Services,Asset Management
450,731,BRP Inc. SV,DOO,Consumer Cyclical,Autos
451,733,BSR REIT Invest USF,HOM.U,Real Estate,REITs
452,734,BSR REIT Invest Un,HOM.UN,Real Estate,REITs
453,736,BTB REIT 6.9% E Deb,BTB.DB.E,Real Estate,REITs
454,737,BTB REIT 7.15% F Deb,BTB.DB.F,nan,nan
455,738,BTB REIT Un,BTB.UN,Real Estate,REITs
456,740,Buhler Industries,BUI,Industrials,Farm & Construction Machinery
457,742,Burcon NutraSci J,BU,Healthcare,Biotechnology
458,743,Burcon NutraSci J Rt,BU.RT,nan,nan
459,745,CAE Inc.,CAE,Industrials,Aerospace & Defense
460,747,Caldwell Partners,CWL,Industrials,Employment Services
461,749,Caledonia Mining Plc,CAL,Basic Materials,Metals & Mining
462,751,Calfrac Well Serv,CFW,Energy,Oil & Gas - Services
463,753,Calian Group Ltd.,CGY,Industrials,Business Services
464,755,Callidus Cap Corp,CBL,Financial Services,Credit Services
465,757,Cameco Corporation,CCO,Basic Materials,Metals & Mining
466,759,Canaccord Genuity,CF,Financial Services,Brokers & Exchanges
467,760,Canaccord Gen 6.25Db,CF.DB.A,nan,nan
468,761,Canaccord Gen A Pr,CF.PR.A,Financial Services,Brokers & Exchanges
469,762,Canaccord Gen C Pr,CF.PR.C,Financial Services,Brokers & Exchanges
470,764,Canacol Energy J,CNE,Energy,Oil & Gas - E&P
471,766,Cda Goose Hldgs SV,GOOS,Consumer Cyclical,Manufacturing - Apparel & Furniture
472,768,Cdn Apartment Tr Un,CAR.UN,Real Estate,REITs
473,770,Cdn Banc Corp Cl 'A',BK,Financial Services,Asset Management
474,771,Cdn Banc Corp. Pr,BK.PR.A,Financial Services,Asset Management
475,773,Cdn Convert Plus Un,CCI.UN,Financial Services,Asset Management
476,775,Cdn Crude Oil Idx Un,CCX,,
477,777,Canadian General Inv,CGI,Financial Services,Asset Management
478,778,Cdn General 3.75% Pr,CGI.PR.D,Financial Services,Asset Management
479,780,Cdn High Incm Eq Un,CIQ.UN,Financial Services,Asset Management
480,782,Cdn Imperial Bank,CM,Financial Services,Banks
481,783,Cdn Imp Bk Ser 39 Pr,CM.PR.O,Financial Services,Banks
482,784,Cdn Imp Bk Ser 41 Pr,CM.PR.P,Financial Services,Banks
