Index,Company,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
474,Brookfld Asset Pr 42,BAM.PF.G,,,,,,,
475,Brookfld Asset Pr 44,BAM.PF.H,,,,,,,
476,Brookfld Asset Pr 46,BAM.PF.I,,,,,,,
477,Brookfld Asset Pr 48,BAM.PF.J,,,,,,,
478,Brookfld Asset Pr 8,BAM.PR.E,,,,,,,
479,Brookfld Asset Pr 9,BAM.PR.G,,,,,,,
480,Brookfld Infras A SV,BIPC,,,,,,,
481,Brookfld Office Pr N,BPO.PR.N,,,,,,,
482,Brookfld Office Pr P,BPO.PR.P,,,,,,,
483,Brookfld Office Pr R,BPO.PR.R,,,,,,,
484,Brookfld Office Pr S,BPO.PR.S,,,,,,,
485,Brookfld Office Pr T,BPO.PR.T,,,,,,,
486,Brookfld Office Pr V,BPO.PR.X,,,,,,,
487,Brookfld Office Pr W,BPO.PR.W,,,,,,,
488,Brookfld Office Pr Y,BPO.PR.Y,,,,,,,
489,Brookfld Office PrAA,BPO.PR.A,,,,,,,
490,Brookfld Office PrCC,BPO.PR.C,,,,,,,
491,Brookfld Office PrEE,BPO.PR.E,,,,,,,
492,Brookfld Office PrGG,BPO.PR.G,,,,,,,
493,Brookfld Office PrII,BPO.PR.I,,,,,,,
494,Brookfld Ppty LP Un,BPY.UN,,,,,,,
495,Brookfld Ppty Pr 2,BPS.PR.A,,,,,,,
496,Brookfld Ppty Pr 3,BPS.PR.B,,,,,,,
497,Brookfld Ppty Pr 4,BPS.PR.C,,,,,,,
498,Brookfld Pty Pr 1 US,BPS.PR.U,,,,,,,
499,Brookfld Renew Pr 1,BRF.PR.A,,,,,,,
500,Brookfld Renew Pr 2,BRF.PR.B,,,,,,,
501,Brookfld Renew Pr 3,BRF.PR.C,,,,,,,
502,Brookfld Renew Pr 5,BRF.PR.E,,,,,,,
503,Brookfld Renew Pr 6,BRF.PR.F,,,,,,,
504,Brookfld Selct Oppor,BSO.UN,,,,,,,
505,BRP Inc. SV,DOO,,,,,,,
506,BSR REIT Invest Un,HOM.UN,,,,,,,
507,BSR REIT Invest USF,HOM.U,,,,,,,
508,BtaProNSDQ100-2xBrUS,HQD.U,,,,,,,
509,BTB REIT 6% G Deb,BTB.DB.G,,,,,,,
510,BTB REIT 7.15% F Deb,BTB.DB.F,,,,,,,
511,BTB REIT Un,BTB.UN,,,,,,,
512,Buhler Industries,BUI,,,,,,,
513,Burcon NutraSci J,BU,,,,,,,
514,CAE Inc.,CAE,,,,,,,
515,Caldwell Partners,CWL,,,,,,,
516,Caldwell US DivAdvan,UDA,,,,,,,
517,Caledonia Mining Plc,CAL,,,,,,,
518,Calfrac Well Serv,CFW,,,,,,,
519,Calian Group Ltd.,CGY,,,,,,,
520,Calibre Mining J,CXB,,,,,,,
521,Cameco Corporation,CCO,,,,,,,
522,Canaccord Gen 6.25Db,CF.DB.A,,,,,,,
523,Canaccord Gen A Pr,CF.PR.A,,,,,,,
524,Canaccord Gen C Pr,CF.PR.C,,,,,,,
525,Canaccord Genuity,CF,,,,,,,
526,Canacol Energy J,CNE,,,,,,,
527,Canadian General Inv,CGI,,,,,,,
528,Canadian Natural Res,CNQ,,,,,,,
529,Canadian Tire A NV,CTC.A,,,,,,,
530,Canadian Tire Corp,CTC,,,,,,,
531,Canarc Resource J,CCM,,,,,,,
532,Candente Copper J,DNT,,,,,,,
533,Canfor Corporation,CFP,,,,,,,
534,Canfor Pulp Products,CFX,,,,,,,
535,Canlan Ice Sports,ICE,,,,,,,
536,Canoe EIT Income Un,EIT.UN,,,,,,,
537,Canoe EIT Ser 1 Pr,EIT.PR.A,,,,,,,
538,Canoe EIT Ser 2 Pr,EIT.PR.B,,,,,,,
539,Canopy Grwth Corp J,WEED,,,,,,,
540,Canopy Rivers J SV A,RIV,,,,,,,
541,Canso Credit A Un,PBY.UN,,,,,,,
542,CanWel Building Grp,CWX,,,,,,,
543,CanWel Building Note,CWX.NT.A,,,,,,,
544,Capital Power Corp.,CPX,,,,,,,
545,Capital Pwr Ser 1 Pr,CPX.PR.A,,,,,,,
546,Capital Pwr Ser 3 Pr,CPX.PR.C,,,,,,,
547,Capital Pwr Ser 5 Pr,CPX.PR.E,,,,,,,
548,Capital Pwr Ser 7 Pr,CPX.PR.G,,,,,,,
549,Capital Pwr Ser 9 Pr,CPX.PR.I,,,,,,,
550,Capital Pwr Sr 11 Pr,CPX.PR.K,,,,,,,
551,Capstone Infr Pr A,CSE.PR.A,,,,,,,
552,Capstone Mining J,CS,,,,,,,
553,Cardinal Energy J,CJ,,,,,,,
554,Cardinal Engy J Deb,CJ.DB,,,,,,,
555,Cardinal Res J Ord,CDV,,,,,,,
556,Cardiol TherapeuJ Wt,CRDL.WT,,,,,,,
557,Cardiol Therapeutc A,CRDL,,,,,,,
558,Cargojet 5.75 Deb D,CJT.DB.D,,,,,,,
559,Cargojet 5.75 Deb E,CJT.DB.E,,,,,,,
560,Cargojet Inc. Com&VV,CJT,,,,,,,
561,Caribbean Ut Cl A US,CUP.U,,,,,,,
562,Cascades Inc.,CAS,,,,,,,
563,Cathedral Engy Serv,CET,,,,,,,
564,CCL Industries Cl A,CCL.A,,,,,,,
565,CCL Industries Cl B,CCL.B,,,,,,,
566,Cda Goose Hldgs SV,GOOS,,,,,,,
567,Cdn Apartment Tr Un,CAR.UN,,,,,,,
568,Cdn Banc Corp Cl 'A',BK,,,,,,,
569,Cdn Banc Corp. Pr,BK.PR.A,,,,,,,
570,Cdn General 3.75% Pr,CGI.PR.D,,,,,,,
571,Cdn High Incm Eq Un,CIQ.UN,,,,,,,
572,Cdn Imp Bk Ser 39 Pr,CM.PR.O,,,,,,,
573,Cdn Imp Bk Ser 41 Pr,CM.PR.P,,,,,,,
574,Cdn Imp Bk Ser 43 Pr,CM.PR.Q,,,,,,,
575,Cdn Imp Bk Ser 45 Pr,CM.PR.R,,,,,,,
576,Cdn Imp Bk Ser 47 Pr,CM.PR.S,,,,,,,
577,Cdn Imp Bk Ser 49 Pr,CM.PR.T,,,,,,,
578,Cdn Imp Bk Ser 51 Pr,CM.PR.Y,,,,,,,
579,Cdn Imperial Bank,CM,,,,,,,
580,Cdn Life Co Split A,LFE,,,,,,,
581,Cdn Life CoSplt Pr12,LFE.PR.B,,,,,,,
582,Cdn Nat'l Railway,CNR,,,,,,,
583,Cdn Pacific Railway,CP,,,,,,,
584,Cdn Util & Tel FndUn,UTE.UN,,,,,,,
585,Cdn Util 2nd Pr AA,CU.PR.D,,,,,,,
586,Cdn Util 2nd Pr BB,CU.PR.E,,,,,,,
587,Cdn Util 2nd Pr CC,CU.PR.F,,,,,,,
588,Cdn Util 2nd Pr DD,CU.PR.G,,,,,,,
589,Cdn Util 2nd Pr EE,CU.PR.H,,,,,,,
590,Cdn Util 2nd Pr FF,CU.PR.I,,,,,,,
591,Cdn Util 2nd Pr Y,CU.PR.C,,,,,,,
592,Cdn Utilities A NV,CU,,,,,,,
593,Cdn Utilities Cl B,CU.X,,,,,,,
594,Cdn Wstrn Bank,CWB,,,,,,,
595,Cdn Wstrn Bk Sr 5 Pr,CWB.PR.B,,,,,,,
596,Cdn Wstrn Bk Sr 7 Pr,CWB.PR.C,,,,,,,
597,Cdn Wstrn Bk Sr 9 Pr,CWB.PR.D,,,,,,,
598,Celestica Inc SV,CLS,,,,,,,
599,Cenovus Energy Inc.,CVE,,,,,,,
600,Centamin plc. Ord,CEE,,,,,,,
601,Centerra Gold Inc.,CG,,,,,,,
602,Centric Health J,CHH,,,,,,,
603,Century Glbl Cmdty J,CNT,,,,,,,
604,Cequence Energy Ltd.,CQE,,,,,,,
605,Ceres Global Ag Corp,CRP,,,,,,,
606,Ceridian HCM Hldg J,CDAY,,,,,,,
607,Cervus Equipment,CERV,,,,,,,
608,CES Energy Solutn,CEU,,,,,,,
609,CGI Inc. Cl A SV,GIB.A,,,,,,,
610,Champion Iron Ord J,CIA,,,,,,,
611,Charlotte's Web Hldg,CWEB,,,,,,,
612,Charlotte's Web Wt,CWEB.WT,,,,,,,
613,Chartwell Retire Un,CSH.UN,,,,,,,
614,Chemtrade Lgst 5% Db,CHE.DB.C,,,,,,,
615,Chemtrade Lgst4.75Db,CHE.DB.D,,,,,,,
616,Chemtrade Lgst5.25Db,CHE.DB.B,,,,,,,
617,Chemtrade Lgst6.5Deb,CHE.DB.E,,,,,,,
618,Chemtrade Logistc Un,CHE.UN,,,,,,,
619,Chesswood Group Ltd.,CHW,,,,,,,
620,China Gld Intl Res J,CGG,,,,,,,
621,Choice Ppty REIT Un,CHP.UN,,,,,,,
622,Chorus Aviation 6%Db,CHR.DB,,,,,,,
623,Chorus Aviation V&VV,CHR,,,,,,,
624,Chorus Aviatn 5.75Db,CHR.DB.A,,,,,,,
625,CI 1st Asset CdnREIT,RIT,,,,,,,
626,CI 1st Asset ConvBnd,CXF,,,,,,,
627,CI 1st Asset EU Un,FHB,,,,,,,
628,CI 1st Asst GlbAlloc,CGAA,,,,,,,
629,CI 1st Asst InvBndUn,FIG,,,,,,,
630,CI 1st Asst Pref Shr,FPR,,,,,,,
631,CI 1st AsstInvBnd US,FIG.U,,,,,,,
632,CI 1st AsstUS Buybac,FBU,,,,,,,
633,CI 1st AstHlthCrCov,FHI,,,,,,,
634,CI 1st AstIntlRskWgt,RWX,,,,,,,
635,CI 1st AstMSCI CA Un,RWC,,,,,,,
636,CI 1st AstUS MomntUn,YXM,,,,,,,
637,CI 1st AstUSMmntUnhg,YXM.B,,,,,,,
638,CI 1stAsst CoreCdnEq,CSY,,,,,,,
639,CI 1stAsst MornDiv30,DXM,,,,,,,
640,CI 1stAsstActvCADiv,FDV,,,,,,,
641,CI 1stAst EnhGovBond,FGO,,,,,,,
642,CI 1stAst EU UnhgUn,RWE.B,,,,,,,
643,CI 1stAst GlbFinSctr,FSF,,,,,,,
644,CI 1stAst Gld+Giants,CGXF,,,,,,,
645,CI 1stAst InterstSvg,CSAV,,,,,,,
646,CI 1stAst MornIntlUn,ZXM,,,,,,,
647,CI 1stAst MSCI EU Un,RWE,,,,,,,
648,CI 1stAst1-5GvtBndUn,BXF,,,,,,,
649,CI 1stAstCanBancIncm,CIC,,,,,,,
650,CI 1stAstEngyGianCov,NXF,,,,,,,
651,CI 1stAstEnhncSH Bnd,FSB,,,,,,,
652,CI 1stAstIntlValUnhg,VXM.B,,,,,,,
653,CI 1stAstMornCA Val,FXM,,,,,,,
654,CI 1stAstMornUSValUn,XXM,,,,,,,
655,CI 1stAstMSCI CAQual,FQC,,,,,,,
656,CI 1stAstMSCI USA Un,RWU,,,,,,,
657,CI 1stAstMSCI WrldUn,RWW,,,,,,,
658,CI 1stAstTech Giants,TXF,,,,,,,
659,CI 1stAstUS Div50 Un,UXM,,,,,,,
660,CI 1stAstUS TrnLeadr,SID,,,,,,,
661,CI 1stAstUS&CALifeco,FLI,,,,,,,
662,CI DbleLnFixUS$HegC$,CCOR,,,,,,,
663,CI DbleLnFixUS$UnhC$,CCOR.B,,,,,,,
664,CI DbleLnFixUS$UnUSF,CCOR.U,,,,,,,
665,CI DbleLnTotUS$BndC$,CDLB,,,,,,,
666,CI DbleLnTotUS$BndUS,CDLB.U,,,,,,,
667,CI DbleLnUS$BondC$Uh,CDLB.B,,,,,,,
668,CI DbleLnUS$Incm USF,CINC.U,,,,,,,
669,CI DbleLnUS$IncmC$Hg,CINC,,,,,,,
670,CI DbleLnUS$IncmC$Uh,CINC.B,,,,,,,
671,CI Financial Corp.,CIX,,,,,,,
672,CI Glb REIT PrivPlC$,CGRE,,,,,,,
673,CI GlbInfrasPrivPl$C,CINF,,,,,,,
674,CI GlbRlAsetPrivPlC$,CGRA,,,,,,,
675,CI ICBCCS SPChi500NH,CHNA.B,,,,,,,
676,CI LawrncPk InvCredt,CRED,,,,,,,
677,CI LawrncPk InvCreUS,CRED.U,,,,,,,
678,CI MarretAlt RetBond,CMAR,,,,,,,
679,CI MarretAltEnhYldC$,CMEY,,,,,,,
680,CI MarretAltRetBndUS,CMAR.U,,,,,,,
681,CI MarretEnhanYld U$,CMEY.U,,,,,,,
682,CI MunroAltGlbGrowUn,CMAG,,,,,,,
683,CI One GlblEq ETF Un,ONEQ,,,,,,,
684,CI One NA Core+Bond,ONEB,,,,,,,
685,CI Wisdom3EmrgMktDiv,EMV.B,,,,,,,
686,CI Wisdom3IntlDvNn-H,IQD.B,,,,,,,
687,CI Wisdom3USDvVaryHg,DQD,,,,,,,
688,CI Wisdom3USMDivNnHg,UMI.B,,,,,,,
689,CI WisdomCA QualDvNH,DGRC,,,,,,,
690,CI WisdomTr JpnEqHeg,JAPN,,,,,,,
691,CI WisdomTreeEU EqHG,EHE,,,,,,,
692,CI WisdomTrEU EqN-Hg,EHE.B,,,,,,,
693,CI WisdomTrIntlDivHG,IQD,,,,,,,
694,CI WisdomTrJpnEqNnHg,JAPN.B,,,,,,,
695,CI WisdomTrUS MdDvHg,UMI,,,,,,,
696,CI WisdomTrUSDivGrHG,DGR,,,,,,,
697,CI WisdomTrUSDivN-HG,DGR.B,,,,,,,
698,CI YldEnhc CA Bnd NH,CAGG,,,,,,,
699,CI YldEnhCA ST BndNH,CAGS,,,,,,,
700,CI1st Asst LngDurFxd,FLB,,,,,,,
701,CI1st AsstActvCredUn,FAO,,,,,,,
702,CI1st AsstActvCredUS,FAO.U,,,,,,,
703,CI1st AsstCA Buyback,FBE,,,,,,,
704,CI1st AstActUtilInfr,FAI,,,,,,,
705,CI1st AstIntlRskUnHg,RWX.B,,,,,,,
706,CI1stAsst MrnMomntUn,WXM,,,,,,,
707,CI1stAsstMrnstrNBkQC,QXM,,,,,,,
708,CI1stAsstST GovBndCl,FGB,,,,,,,
709,CI1stAst EnhGvtBndUS,FGO.U,,,,,,,
710,CI1stAst IntlMomUnhg,ZXM.B,,,,,,,
711,CI1stAstEgyGiaUnhgUn,NXF.B,,,,,,,
712,CI1stAstEnhncShBndUS,FSB.U,,,,,,,
713,CI1stAstHlthCr CovUH,FHI.B,,,,,,,
714,CI1stAstMrnIntlValUn,VXM,,,,,,,
715,CI1stAstMrnUS ValUhg,XXM.B,,,,,,,
716,CI1stAstMSCI US Unhg,RWU.B,,,,,,,
717,CI1stAstMSCI WrlUnhg,RWW.B,,,,,,,
718,CI1stAstTecGiantUnHG,TXF.B,,,,,,,
719,CI1stAstUSDv50UnhgUn,UXM.B,,,,,,,
720,CIBC ActvInvCorpBond,CACB,,,,,,,
721,CIBC ActvInvFltgBond,CAFR,,,,,,,
722,CIBC FlexYldCA-Hg Un,CFLX,,,,,,,
723,CIBC MltifactrUS HEG,CMUE.F,,,,,,,
724,CIBC Multfactr US Eq,CMUE,,,,,,,
725,CIBC Multifac Cdn Eq,CMCE,,,,,,,
726,CIBT Education Grp J,MBA,,,,,,,
727,Cineplex Inc.,CGX,,,,,,,
728,Cipher Pharma J,CPH,,,,,,,
729,Citadel Incm Fund Un,CTF.UN,,,,,,,
730,CIWisdom3IntlDvVarHg,DQI,,,,,,,
731,Clairvest Group Inc,CVG,,,,,,,
732,Clarke Inc 6.25 Db B,CKI.DB,,,,,,,
733,Clarke Inc.,CKI,,,,,,,
734,Clean TeQ Hldg J Ord,CLQ,,,,,,,
735,ClearStream Energy,CSM,,,,,,,
736,Clearwater Seafoods,CLR,,,,,,,
737,CNOOC Limited ADRs,CNU,,,,,,,
738,Cogeco Commun Inc SV,CCA,,,,,,,
739,Cogeco Inc. SV,CGO,,,,,,,
740,Colabor Group Inc.,GCL,,,,,,,
741,Colabor Grp 6% Deb,GCL.DB.A,,,,,,,
742,Colliers Intl Grp SV,CIGI,,,,,,,
743,Columbus Gold Corp J,CGT,,,,,,,
744,Cominar Real Est Un,CUF.UN,,,,,,,
745,Commerce Split Cap,YCM,,,,,,,
746,Commerce Split I Pr,YCM.PR.A,,,,,,,
747,Commerce Split II Pr,YCM.PR.B,,,,,,,
748,Computer Modelling J,CMG,,,,,,,
749,Condor Gold plc J,COG,,,,,,,
750,Condor Petroleum J,CPI,,,,,,,
751,Conifex Timber Inc.,CFF,,,,,,,
752,Constellation Deb 1,CSU.DB,,,,,,,
753,Constellation Softwr,CSU,,,,,,,
754,Co-operators Sr C Pr,CCS.PR.C,,,,,,,
755,Copper Mountain J,CMMC,,,,,,,
756,Corby Spirit&Wine A,CSW.A,,,,,,,
757,Corby Spirit&Wn B NV,CSW.B,,,,,,,
758,Core Cdn Dividend Un,CDD.UN,,,,,,,
759,Corus Entertnmnt B,CJR.B,,,,,,,
760,Corvus Gold Inc. J,KOR,,,,,,,
761,CounterPath Corp. J,PATH,,,,,,,
762,CPI Card Group Inc.,PMTS,,,,,,,
763,Crescent Point Corp.,CPG,,,,,,,
764,Crescita Therpeutc J,CTX,,,,,,,
765,Crew Energy Inc.,CR,,,,,,,
766,CRH Medical Corp. J,CRH,,,,,,,
767,Crombie Real Est Un,CRR.UN,,,,,,,
768,Cronos Group Inc. J,CRON,,,,,,,
769,Crown Cap Partners J,CRWN,,,,,,,
770,Crown CapPart J 6%Db,CRWN.DB,,,,,,,
771,CT Rl Est Invest Un,CRT.UN,,,,,,,
772,CU Inc. Pr Ser 1,CIU.PR.A,,,,,,,
773,CU Inc. Pr Ser 4,CIU.PR.C,,,,,,,
774,Currency Exch Intl J,CXI,,,,,,,
775,Cymbria Corp Cl A NV,CYB,,,,,,,
776,Data Commun Mgt,DCM,,,,,,,
777,D-Box Tech Inc. A J,DBO,,,,,,,
778,Delta 9 Cannabis J,DN,,,,,,,
779,Delta9 Cannabis J Wt,DN.WT,,,,,,,
780,Delta9 CannabisJ WtA,DN.WT.A,,,,,,,
781,Delta9 Cannabs 8.5Db,DN.DB,,,,,,,
782,Denison Mines Corp,DML,,,,,,,
783,Descartes Systems,DSG,,,,,,,
784,DesjardinCA UnivBnd,DCU,,,,,,,
785,DesjardinCaMltiCntrl,DFC,,,,,,,
786,DesjardinDevexUS xCA,DFD,,,,,,,
787,DesjardinEmrgMltFctr,DFE,,,,,,,
788,Desjardins 1-5yrCorp,DCC,,,,,,,
789,Desjardins 1-5yrGovt,DCG,,,,,,,
790,Desjardins Cdn Pref,DCP,,,,,,,
791,Desjardins CdnST Bnd,DCS,,,,,,,
792,Desjardins RI CA Bnd,DRCU,,,,,,,
793,Desjardins RI GblETF,DRFG,,,,,,,
794,DesjardinsRI CA LwCO,DRMC,,,,,,,
795,DesjardinsRI CA Mlti,DRFC,,,,,,,
796,DesjardinsRI DevUSCA,DRFD,,,,,,,
797,DesjardinsRI USAMult,DRFU,,,,,,,
798,DesjardinsRI USLowCO,DRMU,,,,,,,
799,DesjardinUSMultCntrl,DFU,,,,,,,
800,Desjardn AltLN/SH Eq,DANC,,,,,,,
801,DesjardnDevUS-CA CO2,DRMD,,,,,,,
802,DesjardnRI MktLowCo2,DRFE,,,,,,,
803,Digital ConsmrDiv Un,MDC.UN,,,,,,,
804,DIRTT Env Solution J,DRT,,,,,,,
805,Div Growth Split Pr,DGS.PR.A,,,,,,,
806,Div Growth Splt Cl A,DGS,,,,,,,
807,Divers Rylty Corp.,DIV,,,,,,,
808,Diversif Rlty 5.25Db,DIV.DB,,,,,,,
809,Dividend 15 Splt A,DFN,,,,,,,
810,Dividend 15 Splt Pr,DFN.PR.A,,,,,,,
811,Dividend 15Split 2 A,DF,,,,,,,
812,Dividend 15Splt 2 Pr,DF.PR.A,,,,,,,
813,Dividend Select 15Eq,DS,,,,,,,
814,Docebo Inc. J,DCBO,,,,,,,
815,Dollarama Inc.,DOL,,,,,,,
816,Domtar Corporation,UFS,,,,,,,
817,Dorel Ind Inc A MV,DII.A,,,,,,,
818,Dorel Ind Inc B SV,DII.B,,,,,,,
819,Dream Hrd AsetAlt Un,DRA.UN,,,,,,,
820,Dream Industrl REIT,DIR.UN,,,,,,,
821,Dream Office REIT Un,D.UN,,,,,,,
822,DREAM Unltd Cl A SV,DRM,,,,,,,
823,Dundee Corp 1st Pr 3,DC.PR.D,,,,,,,
824,Dundee Corp. Cl A SV,DC.A,,,,,,,
825,Dundee Corp. Pr 2,DC.PR.B,,,,,,,
826,Dundee Precious Mtl,DPM,,,,,,,
827,DXI Energy Inc J,DXI,,,,,,,
828,Dynacor Gold Mines J,DNG,,,,,,,
829,Dynamc ActInvestFltg,DXV,,,,,,,
830,Dynamic ActGlbFinSrv,DXF,,,,,,,
831,Dynamic ActUS MidCap,DXZ,,,,,,,
832,Dynamic Actv GlblDiv,DXG,,,,,,,
833,Dynamic Actv Pref Un,DXP,,,,,,,
834,Dynamic ActvCA DivUn,DXC,,,,,,,
835,Dynamic ActvCrossBnd,DXO,,,,,,,
836,Dynamic ActvIntl Div,DXW,,,,,,,
837,Dynamic ActvTact Bnd,DXB,,,,,,,
838,Dynamic ActvUS DivUn,DXU,,,,,,,
839,DynamicActvGlbInfras,DXN,,,,,,,
840,E Split Corp. Cl A,ENS,,,,,,,
841,E Split Corp. Pr,ENS.PR.A,,,,,,,
842,East Coast InvGrd Un,ECF.UN,,,,,,,
843,Eastern Platinum J,ELR,,,,,,,
844,Eastmain Resources J,ER,,,,,,,
845,Echelon Fin Hldgs,EFH,,,,,,,
846,ECN Capital 6.25% Pr,ECN.PR.C,,,,,,,
847,ECN Capital 6.50% Pr,ECN.PR.A,,,,,,,
848,ECN Capital Corp.,ECN,,,,,,,
849,Economic Investment,EVT,,,,,,,
850,EcoSynthetix Inc. J,ECO,,,,,,,
851,E-L Financial 1st Pr,ELF.PR.F,,,,,,,
852,E-L Financial Corp.,ELF,,,,,,,
853,E-L Financl 4.75 Pr2,ELF.PR.G,,,,,,,
854,E-L Financl 5.5 Pr 3,ELF.PR.H,,,,,,,
855,Eldorado Gold Corp.,ELD,,,,,,,
856,Electrovaya Inc.,EFL,,,,,,,
857,Element Fleet 4.25Db,EFN.DB.A,,,,,,,
858,Element Fleet Mgt,EFN,,,,,,,
859,Element Fleet Pr A,EFN.PR.A,,,,,,,
860,Element Fleet Pr C,EFN.PR.C,,,,,,,
861,Element Fleet Pr E,EFN.PR.E,,,,,,,
862,Element Fleet Pr G,EFN.PR.G,,,,,,,
863,Element Fleet Pr I,EFN.PR.I,,,,,,,
864,Element Flt 4.25B Db,EFN.DB.B,,,,,,,
865,Emera Inc. Ser A Pr,EMA.PR.A,,,,,,,
866,Emera Inc. Ser B Pr,EMA.PR.B,,,,,,,
867,Emera Inc. Ser C Pr,EMA.PR.C,,,,,,,
868,Emera Inc. Ser E Pr,EMA.PR.E,,,,,,,
869,Emera Inc. Ser F Pr,EMA.PR.F,,,,,,,
870,Emera Inc. Ser H Pr,EMA.PR.H,,,,,,,
871,Emera Incorporated,EMA,,,,,,,
872,Empire Co Cl A NV,EMP.A,,,,,,,
873,Empire Life Ins Pr 1,EML.PR.A,,,,,,,
874,Enbridge 5.50% Pr,ENB.PR.A,,,,,,,
875,Enbridge Inc Sr B Pr,ENB.PR.B,,,,,,,
876,Enbridge Inc Sr C Pr,ENB.PR.C,,,,,,,
877,Enbridge Inc Sr D Pr,ENB.PR.D,,,,,,,
878,Enbridge Inc Sr F Pr,ENB.PR.F,,,,,,,
879,Enbridge Inc Sr H Pr,ENB.PR.H,,,,,,,
880,Enbridge Inc Sr N Pr,ENB.PR.N,,,,,,,
881,Enbridge Inc Sr P Pr,ENB.PR.P,,,,,,,
882,Enbridge Inc Sr R Pr,ENB.PR.T,,,,,,,
883,Enbridge Inc.,ENB,,,,,,,
884,Enbridge Ser 1 US Pr,ENB.PR.V,,,,,,,
885,Enbridge Ser 11 Pr,ENB.PF.C,,,,,,,
886,Enbridge Ser 13 Pr,ENB.PF.E,,,,,,,
887,Enbridge Ser 15 Pr,ENB.PF.G,,,,,,,
888,Enbridge Ser 17 Pr,ENB.PF.I,,,,,,,
889,Enbridge Ser 19 Pr,ENB.PF.K,,,,,,,
890,Enbridge Ser 3 Pr,ENB.PR.Y,,,,,,,
891,Enbridge Ser 5 US Pr,ENB.PF.V,,,,,,,
892,Enbridge Ser 7 Pr,ENB.PR.J,,,,,,,
893,Enbridge Ser 9 Pr,ENB.PF.A,,,,,,,
894,Enbridge Ser L US Pr,ENB.PF.U,,,,,,,
895,Enbridge Sr J US Pr,ENB.PR.U,,,,,,,
896,Endeavour Mining Ord,EDV,,,,,,,
897,Endeavour Silver J,EDR,,,,,,,
898,Enerflex Ltd.,EFX,,,,,,,
899,Energy Fuels Deb J,EFR.DB,,,,,,,
900,Energy Fuels Inc. J,EFR,,,,,,,
901,Energy Fuels Wt J,EFR.WT,,,,,,,
902,Energy Income Fnd Un,ENI.UN,,,,,,,
903,Enerplus Corporation,ERF,,,,,,,
904,Enghouse Systems Ltd,ENGH,,,,,,,
905,Ensign Engy Services,ESI,,,,,,,
906,Enterprise Group Inc,E,,,,,,,
907,Enthusiast GameHldgJ,EGLX,,,,,,,
908,Entree Resources J,ETG,,,,,,,
909,Equinox Gld CorpJ Wt,EQX.WT,,,,,,,
910,Equinox Gold Corp. J,EQX,,,,,,,
911,Equitable Group Inc.,EQB,,,,,,,
912,Equitable Grp Pr 3,EQB.PR.C,,,,,,,
913,Erdene Res Dev J,ERD,,,,,,,
914,Ero Copper Corp. J,ERO,,,,,,,
915,Essential Energy Ltd,ESN,,,,,,,
916,Etrion Corporation J,ETX,,,,,,,
917,Euro Sun Mining J,ESM,,,,,,,
918,Euromax Resources J,EOX,,,,,,,
919,European FocusDiv Un,EF.UN,,,,,,,
920,Evertz Technologies,ET,,,,,,,
921,Evolve AutoInnov Heg,CARS,,,,,,,
922,Evolve AutoInnovUnHg,CARS.B,,,,,,,
923,Evolve AutomobUnhgUS,CARS.U,,,,,,,
924,Evolve CA Pref UnHeg,DIVS,,,,,,,
925,Evolve Cyber Sec Heg,CYBR,,,,,,,
926,Evolve CyberSecUnHg,CYBR.B,,,,,,,
927,Evolve DivStablPr Un,PREF,,,,,,,
928,Evolve E-Gaming HgUn,HERO,,,,,,,
929,Evolve GlbHlthUnhgUS,LIFE.U,,,,,,,
930,Evolve GlbHlthYldHeg,LIFE,,,,,,,
931,Evolve GlbMatMin Heg,BASE,,,,,,,
932,Evolve Innovation Un,EDGE,,,,,,,
933,Evolve USBkEnhanc Hg,CALL,,,,,,,
934,Evolve USBkEnhnUhgUS,CALL.U,,,,,,,
935,Evolve USBkEnhYldUhg,CALL.B,,,,,,,
936,EvolveActvGlbFxdIncm,EARN,,,,,,,
937,EvolveCybrSec UnhgUS,CYBR.U,,,,,,,
938,EvolveGlbHealth Unhg,LIFE.B,,,,,,,
939,EvolveGlbMatMinUnheg,BASE.B,,,,,,,
940,exactEarth Ltd. J,XCT,,,,,,,
941,Excellon Res J Wt,EXN.WT,,,,,,,
942,Excellon Resources J,EXN,,,,,,,
943,Excelsior Mining J,MIN,,,,,,,
944,Exchange Incm 5.75Db,EIF.DB.K,,,,,,,
945,Exchange Income Corp,EIF,,,,,,,
946,Exchng Incm 5.25% Db,EIF.DB.H,,,,,,,
947,Exchnge Incm J Deb,EIF.DB.J,,,,,,,
948,ExchngIncm 5y 5.25Db,EIF.DB.I,,,,,,,
949,Exco Technologies,XTC,,,,,,,
950,Exemplar GrwthIncmUn,EGIF,,,,,,,
951,Exemplar Invst SerUn,CORP,,,,,,,
952,EXFO Inc. SV,EXF,,,,,,,
953,Extendicare 5% Deb,EXE.DB.C,,,,,,,
954,Extendicare Inc.,EXE,,,,,,,
955,Fairfax Africa SV US,FAH.U,,,,,,,
956,Fairfax Fin Ser C Pr,FFH.PR.C,,,,,,,
957,Fairfax Fin Ser D Pr,FFH.PR.D,,,,,,,
958,Fairfax Fin Ser E Pr,FFH.PR.E,,,,,,,
959,Fairfax Fin Ser F Pr,FFH.PR.F,,,,,,,
960,Fairfax Fin Ser G Pr,FFH.PR.G,,,,,,,
