Index,Company,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
961,Fairfax Fin Ser H Pr,FFH.PR.H,,,,,,,
962,Fairfax Fin Ser I Pr,FFH.PR.I,,,,,,,
963,Fairfax Fin Ser J Pr,FFH.PR.J,,,,,,,
964,Fairfax Fin Ser K Pr,FFH.PR.K,,,,,,,
965,Fairfax Fin Ser M Pr,FFH.PR.M,,,,,,,
966,Fairfax Fin SV USF,FFH.U,,,,,,,
967,Fairfax Financial SV,FFH,,,,,,,
968,Fairfax India SV USF,FIH.U,,,,,,,
969,FAX Capital J SV,FXC,,,,,,,
970,FAX Capital J SV Wt,FXC.WT,,,,,,,
971,Fennec Pharmaceut J,FRX,,,,,,,
972,Fidelity Cdn Div L,FCCD,,,,,,,
973,Fidelity CdnBndIdxUn,FCCB,,,,,,,
974,Fidelity CdnLwVol L,FCCL,,,,,,,
975,Fidelity CdnMoIncm L,FCMI,,,,,,,
976,Fidelity GlbCore+Bnd,FCGB,,,,,,,
977,Fidelity GlbMoIncm L,FCGI,,,,,,,
978,Fidelity Int'l Div L,FCID,,,,,,,
979,Fidelity IntlHiQual,FCIQ,,,,,,,
980,Fidelity IntlLwVol L,FCIL,,,,,,,
981,Fidelity US DivCur L,FCRH,,,,,,,
982,Fidelity US DivCur L,FCUH,,,,,,,
983,Fidelity US DivIdx L,FCUD,,,,,,,
984,Fidelity US DivRtIdx,FCRR,,,,,,,
985,Fidelity USlowVol Un,FCUL,,,,,,,
986,FidelityCdnHiQual L,FCCQ,,,,,,,
987,FidelityCdnST CrpBnd,FCSB,,,,,,,
988,FidelitySysUS YldBnd,FCHY,,,,,,,
989,FidelityUS CurNeuBnd,FCHH,,,,,,,
990,FidelityUS HiCurNatr,FCQH,,,,,,,
991,FidelityUS HiQual L,FCUQ,,,,,,,
992,FidelityUS LowVolCur,FCLH,,,,,,,
993,Fiera Capital 5% Deb,FSZ.DB,,,,,,,
994,Fiera Capital 5.6 Db,FSZ.DB.A,,,,,,,
995,Fiera Capital A SV,FSZ,,,,,,,
996,Financial 15 Splt A,FTN,,,,,,,
997,Financial 15 Splt Pr,FTN.PR.A,,,,,,,
998,Finning Int'l Inc.,FTT,,,,,,,
999,Firan Tech Grp Corp.,FTG,,,,,,,
1000,Fire & Flower Hldg J,FAF,,,,,,,
1001,Firm Cap Mtg 5.2% Db,FC.DB.G,,,,,,,
1002,Firm Cap Mtg 5.3% Db,FC.DB.E,,,,,,,
1003,Firm Cap Mtg 5.3% Db,FC.DB.H,,,,,,,
1004,Firm Cap Mtg 5.4% Db,FC.DB.I,,,,,,,
1005,Firm Cap Mtg 5.5% Db,FC.DB.F,,,,,,,
1006,Firm Cap Mtg 5.5% Db,FC.DB.J,,,,,,,
1007,Firm Cap Mtg Invest,FC,,,,,,,
1008,First Cap REIT Un,FCR.UN,,,,,,,
1009,First Majestic J,FR,,,,,,,
1010,First Mining Gold J,FF,,,,,,,
1011,First Nat'l Fin Corp,FN,,,,,,,
1012,First Quantum Mnrl J,FM,,,,,,,
1013,FirstService Corp.,FSV,,,,,,,
1014,Fission Uranium J,FCU,,,,,,,
1015,Flaherty&CrumPref Un,FFI.UN,,,,,,,
1016,Foraco Int'l SA,FAR,,,,,,,
1017,Forsys Metals Corp J,FSY,,,,,,,
1018,Fortis Inc.,FTS,,,,,,,
1019,Fortis Inc. 1st Pr F,FTS.PR.F,,,,,,,
1020,Fortis Inc. 1st Pr G,FTS.PR.G,,,,,,,
1021,Fortis Inc. 1st Pr H,FTS.PR.H,,,,,,,
1022,Fortis Inc. 1st Pr J,FTS.PR.J,,,,,,,
1023,Fortis Inc. 1st Pr K,FTS.PR.K,,,,,,,
1024,Fortis Inc. 1st Pr M,FTS.PR.M,,,,,,,
1025,Fortis Inc.1st Pr I,FTS.PR.I,,,,,,,
1026,Fortuna Silver Mines,FVI,,,,,,,
1027,Fortuna Silvr Deb US,FVI.DB.U,,,,,,,
1028,Fortune Minerals J,FT,,,,,,,
1029,Franco-Nevada Corp.,FNV,,,,,,,
1030,Franklin CA AllCap,FLCD,,,,,,,
1031,Franklin FTSE EuroUK,FLUR,,,,,,,
1032,Franklin FTSE Japan,FLJA,,,,,,,
1033,Franklin FTSE US Idx,FLAM,,,,,,,
1034,Franklin Lbty Core,FLBA,,,,,,,
1035,Franklin LbtyQT Emrg,FLEM,,,,,,,
1036,Franklin LbtyQT Glob,FLGD,,,,,,,
1037,Franklin Lib Cor+Bnd,FLCP,,,,,,,
1038,Franklin Lib Glb Bnd,FLGA,,,,,,,
1039,Franklin LibCAInvGrd,FLCI,,,,,,,
1040,Franklin LibQT US Eq,FLUS,,,,,,,
1041,Franklin LibQTIntlEq,FLDM,,,,,,,
1042,Franklin LibRskCA Eq,FLRM,,,,,,,
1043,FranklinLibSH DurBnd,FLSD,,,,,,,
1044,FranklinLibSrLoanC-H,FLSL,,,,,,,
1045,FranklinLibUS InvGrd,FLUI,,,,,,,
1046,Freegold Ventures J,FVL,,,,,,,
1047,Freehold Royalties,FRU,,,,,,,
1048,Freshii Inc. Cl A SV,FRII,,,,,,,
1049,Frontera Energy Corp,FEC,,,,,,,
1050,Galiano Gold Inc. J,GAU,,,,,,,
1051,Gamehost Inc.,GH,,,,,,,
1052,GDI Integrated 5%Deb,GDI.DB,,,,,,,
1053,GDI Integrated SV J,GDI,,,,,,,
1054,Gear Energy Ltd.,GXE,,,,,,,
1055,"General Moly, Inc.",GMO,,,,,,,
1056,Genesis Land Dev,GDC,,,,,,,
1057,Genworth MI Canada,MIC,,,,,,,
1058,Geodrill Limited Ord,GEO,,,,,,,
1059,GFL Environment SV,GFL,,,,,,,
1060,Gibson Energy Inc,GEI,,,,,,,
1061,Gibson Energy Inc Db,GEI.DB,,,,,,,
1062,Gildan Activewear,GIL,,,,,,,
1063,Glacier Media Inc. J,GVC,,,,,,,
1064,Glbl Div Growers Un,GDG.UN,,,,,,,
1065,Glbl Div GrowSplit A,GDV,,,,,,,
1066,Glbl DivGrowSplit Pr,GDV.PR.A,,,,,,,
1067,Glbl Innovation Div,BL.UN,,,,,,,
1068,Glbl RlEst E-Commerc,GEC.UN,,,,,,,
1069,GLG Life Tech Corp J,GLG,,,,,,,
1070,Global Atomic Corp J,GLO,,,,,,,
1071,Global Tel & Util Un,HGI.UN,,,,,,,
1072,Global Water Res,GWR,,,,,,,
1073,Globex Mining Ent J,GMX,,,,,,,
1074,GMP Capital Inc.,GMP,,,,,,,
1075,GMP Capital Ser B Pr,GMP.PR.B,,,,,,,
1076,GMP Capital Ser C Pr,GMP.PR.C,,,,,,,
1077,goeasy Ltd 5.75% Deb,GSY.DB,,,,,,,
1078,goeasy Ltd.,GSY,,,,,,,
1079,GoGold Resources J,GGD,,,,,,,
1080,Gold Springs Res J,GRC,,,,,,,
1081,Gold Stand Venture J,GSV,,,,,,,
1082,Golden Minerals J,AUMN,,,,,,,
1083,Golden Star Resource,GSC,,,,,,,
1084,Goldgroup Mining J,GGA,,,,,,,
1085,GoldMining Inc. J,GOLD,,,,,,,
1086,GoldMoney Inc.,XAU,,,,,,,
1087,Goodfellow Inc.,GDL,,,,,,,
1088,Goodfood Market J,FOOD,,,,,,,
1089,Goodfood Mkt J Deb,FOOD.DB,,,,,,,
1090,Gran Colombia B Wt,GCM.WT.B,,,,,,,
1091,Gran Colombia Gold,GCM,,,,,,,
1092,Gran Colombia Nt USF,GCM.NT.U,,,,,,,
1093,Gran Tierra Energy J,GTE,,,,,,,
1094,Granite Rl Est Tr Un,GRT.UN,,,,,,,
1095,Great Cdn Gaming,GC,,,,,,,
1096,Great Cdn Gaming Deb,GC.DB,,,,,,,
1097,Great-West Lifeco,GWO,,,,,,,
1098,Green OrgancHldgJ Wt,TGOD.WT,,,,,,,
1099,Green OrganHldgJ AWt,TGOD.WS,,,,,,,
1100,Green Organic Hldg J,TGOD,,,,,,,
1101,Greenbrook TMS Inc J,GTMS,,,,,,,
1102,Gt Panther Mining J,GPR,,,,,,,
1103,Gt-West Lifeco Pr F,GWO.PR.F,,,,,,,
1104,Gt-West Lifeco Pr G,GWO.PR.G,,,,,,,
1105,Gt-West Lifeco Pr H,GWO.PR.H,,,,,,,
1106,Gt-West Lifeco Pr I,GWO.PR.I,,,,,,,
1107,Gt-West Lifeco Pr L,GWO.PR.L,,,,,,,
1108,Gt-West Lifeco Pr M,GWO.PR.M,,,,,,,
1109,Gt-West Lifeco Pr N,GWO.PR.N,,,,,,,
1110,Gt-West Lifeco Pr O,GWO.PR.O,,,,,,,
1111,Gt-West Lifeco Pr P,GWO.PR.P,,,,,,,
1112,Gt-West Lifeco Pr Q,GWO.PR.Q,,,,,,,
1113,Gt-West Lifeco Pr R,GWO.PR.R,,,,,,,
1114,Gt-West Lifeco Pr S,GWO.PR.S,,,,,,,
1115,Gt-West Lifeco Pr T,GWO.PR.T,,,,,,,
1116,Guardian Cap Cl A NV,GCG.A,,,,,,,
1117,Guardian Capital,GCG,,,,,,,
1118,Guyana Goldfields J,GUY,,,,,,,
1119,GVIC Commun Cl B,GCT,,,,,,,
1120,GVIC Commun Cl C NV,GCT.C,,,,,,,
1121,H&R Real Estate Un,HR.UN,,,,,,,
1122,Hamilton AustrlFin E,HFA,,,,,,,
1123,Hamilton CdnBkV-W Un,HCB,,,,,,,
1124,Hamilton Glb Bk E Un,HBG,,,,,,,
1125,Hamilton GlbBk E USF,HBG.U,,,,,,,
1126,Hamilton GlbFinYld E,HFY,,,,,,,
1127,Hamilton GlbFinYldUS,HFY.U,,,,,,,
1128,Hamilton US Fin E Un,HFMU,,,,,,,
1129,HamiltonUS Fin E USF,HFMU.U,,,,,,,
1130,Hammond Mfg Cl A SV,HMM.A,,,,,,,
1131,Hammond Power A SV,HPS.A,,,,,,,
1132,Hanwei Energy Serv,HE,,,,,,,
1133,Hardwoods Dist Inc.,HDI,,,,,,,
1134,Harte Gold Corp. J,HRT,,,,,,,
1135,Harvest Eq Wght Util,HUTL,,,,,,,
1136,Harvest Glb GldGiant,HGGG,,,,,,,
1137,Harvest Glb Res A Un,HRES,,,,,,,
1138,Harvest HlthcrLdr Un,HHL,,,,,,,
1139,Harvest US BkLeadrUn,HUBL,,,,,,,
1140,Harvest US InvGrBnd+,HUIB,,,,,,,
1141,Harvest USBkLeadr US,HUBL.U,,,,,,,
1142,HarvestBrndLdr+ A Un,HBF,,,,,,,
1143,HarvestBrndLdr+B U-H,HBF.B,,,,,,,
1144,HarvestBrndLdr+US Un,HBF.U,,,,,,,
1145,HarvestEnergyLdr+ Un,HPF,,,,,,,
1146,HarvestEnergyLdr+ US,HPF.U,,,,,,,
1147,HarvestGlblREITLdr A,HGR,,,,,,,
1148,HarvestHealthcare US,HHL.U,,,,,,,
1149,HarvestHealthcrB U-H,HHL.B,,,,,,,
1150,HarvestTecAchGroB UH,HTA.B,,,,,,,
1151,HarvestTechAchGrowUS,HTA.U,,,,,,,
1152,HarvestTechAchvGrw A,HTA,,,,,,,
1153,HarvestUS Eq+ Un USF,HUL.U,,,,,,,
1154,HarvestUS Eqty+ A Un,HUL,,,,,,,
1155,Headwater Expl Inc.,HWX,,,,,,,
1156,Healthcare SpecOp Un,MDS.UN,,,,,,,
1157,Helius Med Tech A J,HSM,,,,,,,
1158,Helix BioPharma,HBP,,,,,,,
1159,Heroux-Devtek Inc.,HRX,,,,,,,
1160,HEXO Corp.,HEXO,,,,,,,
1161,High Arctic Engy Inc,HWO,,,,,,,
1162,High Liner Foods Inc,HLF,,,,,,,
1163,HLS Therapeutics J,HLS,,,,,,,
1164,Home Capital Group,HCG,,,,,,,
1165,Horizn ActCdnMunBd E,HMP,,,,,,,
1166,Horizn ActFltgPref E,HFP,,,,,,,
1167,Horizn ActvFltLoan E,HSL,,,,,,,
1168,Horizn China DivA Un,HCN,,,,,,,
1169,Horizn LadrdCA PrShr,HLPR,,,,,,,
1170,Horizn MgeGlb Opp E,HGM,,,,,,,
1171,Horizn PplnEngyServA,HOG,,,,,,,
1172,Horizn S&P500CA Hegd,HSH,,,,,,,
1173,Horizn S&PCapEngyIdx,HXE,,,,,,,
1174,Horizn S&PCapFin Idx,HXF,,,,,,,
1175,Horizn US7-10TreasBd,HTB,,,,,,,
1176,Horizn US7-10YrTreas,HTH,,,,,,,
1177,HoriznBigDataHrdwr A,HBGD,,,,,,,
1178,HoriznBigDataHrdwrUS,HBGD.U,,,,,,,
1179,HoriznEURO STOX50SHR,HXX,,,,,,,
1180,HoriznUS7-10TreaBdUS,HTB.U,,,,,,,
1181,Horizon ActiveGlbl E,HAF,,,,,,,
1182,Horizon ActUltST Bnd,HFR,,,,,,,
1183,Horizon ActvCdnBndUn,HAD,,,,,,,
1184,Horizon ActvEmrgDvUn,HAJ,,,,,,,
1185,Horizon Cdn Insdr Un,HII,,,,,,,
1186,Horizon Cdn SlctUniv,HBB,,,,,,,
1187,Horizon CorpBnd E Un,HAB,,,,,,,
1188,Horizon GlblDiv E Un,HAZ,,,,,,,
1189,Horizon GlbSustLdr A,ETHI,,,,,,,
1190,Horizon GlbUranium A,HURA,,,,,,,
1191,Horizon GrowTRI A Un,HGRO,,,,,,,
1192,Horizon HighYldBnd E,HYI,,,,,,,
1193,Horizon Incm Eq E Un,HEX,,,,,,,
1194,Horizon IncmEq CAD E,HEA,,,,,,,
1195,Horizon IncmEq USD E,HEA.U,,,,,,,
1196,Horizon InovestCdnEq,INOC,,,,,,,
1197,Horizon LrgCapIdx US,HULC.U,,,,,,,
1198,Horizon MornstrHdg E,HHF,,,,,,,
1199,Horizon NASDAQ100 US,HXQ.U,,,,,,,
1200,Horizon NASDAQ100SHR,HXQ,,,,,,,
1201,Horizon Nth Logstc J,HNL,,,,,,,
1202,Horizon Pref Cl E Un,HPR,,,,,,,
1203,Horizon Robot&Aut US,RBOT.U,,,,,,,
1204,Horizon S&P/TSX60,HXT,,,,,,,
1205,Horizon S&P/TSX60 US,HXT.U,,,,,,,
1206,Horizon S&P500 US Sh,HXS.U,,,,,,,
1207,Horizon Seasonl E Un,HAC,,,,,,,
1208,Horizon US$ Cur A Un,DLR,,,,,,,
1209,Horizon US$Cur A USF,DLR.U,,,,,,,
1210,Horizons ActvEmrgBnd,HEMB,,,,,,,
1211,Horizons ActvUSDiv E,HAU,,,,,,,
1212,Horizons ActvUSDivUS,HAU.U,,,,,,,
1213,Horizons AI GlblEq A,MIND,,,,,,,
1214,Horizons Bal TRI A,HBAL,,,,,,,
1215,Horizons Cdn Div E,HAL,,,,,,,
1216,Horizons CdnHiDivShr,HXH,,,,,,,
1217,Horizons ConservTRI,HCON,,,,,,,
1218,Horizons CrudOil ETF,HUC,,,,,,,
1219,Horizons CshMaxShare,HSAV,,,,,,,
1220,Horizons EqlCA REIT,HCRE,,,,,,,
1221,Horizons EqlCdaBanks,HEWB,,,,,,,
1222,Horizons GlbCurrency,HARC,,,,,,,
1223,Horizons GlbRskPar E,HRA,,,,,,,
1224,Horizons GldYld E Un,HGY,,,,,,,
1225,Horizons Gold ETF,HUG,,,,,,,
1226,Horizons Gold Prod E,HEP,,,,,,,
1227,Horizons Incm Engy E,HEE,,,,,,,
1228,Horizons Incm Fin E,HEF,,,,,,,
1229,Horizons Indust A Un,FOUR,,,,,,,
1230,Horizons Intl Eqty E,HEJ,,,,,,,
1231,Horizons IntlMktEqUS,HXDM.U,,,,,,,
1232,Horizons IntlMkts Eq,HXDM,,,,,,,
1233,Horizons Marij Lfe A,HMMJ,,,,,,,
1234,Horizons Marij US,HMMJ.U,,,,,,,
1235,Horizons NatGasYld E,HNY,,,,,,,
1236,Horizons NatrlGasETF,HUN,,,,,,,
1237,Horizons Robotc&Auto,RBOT,,,,,,,
1238,Horizons S&P500 Shr,HXS,,,,,,,
1239,Horizons Silver ETF,HUZ,,,,,,,
1240,Horizons UltST BndUS,HUF.U,,,,,,,
1241,Horizons UltST USBnd,HUF,,,,,,,
1242,HorizonsS&PTSXCapIdx,HXCN,,,,,,,
1243,HorizonsUS LrgCapIdx,HULC,,,,,,,
1244,Horizonte Min Ord J,HZM,,,,,,,
1245,Hudbay Minerals Inc.,HBM,,,,,,,
1246,Husky Energy Inc.,HSE,,,,,,,
1247,Husky Energy Sr 1 Pr,HSE.PR.A,,,,,,,
1248,Husky Energy Sr 2 Pr,HSE.PR.B,,,,,,,
1249,Husky Energy Sr 3 Pr,HSE.PR.C,,,,,,,
1250,Husky Energy Sr 5 Pr,HSE.PR.E,,,,,,,
1251,Husky Energy Sr 7 Pr,HSE.PR.G,,,,,,,
1252,Hut 8 Mining Corp J,HUT,,,,,,,
1253,Hydro One Limited,H,,,,,,,
1254,IA Claring Core Fnd,ICPB,,,,,,,
1255,IA Claring Emerg Fnd,IEMB,,,,,,,
1256,IA ClaringtnGlbAllUn,IGAF,,,,,,,
1257,IA ClaringtnStrtegic,ISIF,,,,,,,
1258,IA Clarington GlbBnd,IGLB,,,,,,,
1259,IA ClaringtonFltg Un,IFRF,,,,,,,
1260,iA Financial Corp.,IAG,,,,,,,
1261,Iamgold Corporation,IMG,,,,,,,
1262,IBI GROUP 5.5% Deb,IBG.DB.D,,,,,,,
1263,IBI Group Inc.,IBG,,,,,,,
1264,iFabric Corp. J,IFA,,,,,,,
1265,IGM Financial Inc.,IGM,,,,,,,
1266,Imperial Metals Corp,III,,,,,,,
1267,Imperial Oil Ltd.,IMO,,,,,,,
1268,IMV Inc. J,IMV,,,,,,,
1269,Income Fin Tr Un,INC.UN,,,,,,,
1270,Indigo Books & Music,IDG,,,,,,,
1271,Indstrl AlliancePr B,IAF.PR.B,,,,,,,
1272,Indstrl AlliancePr G,IAF.PR.G,,,,,,,
1273,Indstrl AlliancePr I,IAF.PR.I,,,,,,,
1274,Info Serv Corp. A LV,ISV,,,,,,,
1275,InMed Pharmaceu J Wt,IN.WT,,,,,,,
1276,InMed Pharmaceutcl J,IN,,,,,,,
1277,Innergex Renew Engy,INE,,,,,,,
1278,Innergex Renew Pr A,INE.PR.A,,,,,,,
1279,Innergex Renew Pr C,INE.PR.C,,,,,,,
1280,Innergex Renew4.65Db,INE.DB.C,,,,,,,
1281,Innergex Renew4.75Db,INE.DB.B,,,,,,,
1282,Inovalis REIT Un,INO.UN,,,,,,,
1283,InPlay Oil Corp. J,IPO,,,,,,,
1284,INSCAPE Corp Cl B SV,INQ,,,,,,,
1285,Intact Fin A Ser 1,IFC.PR.A,,,,,,,
1286,Intact Fin A Ser 3,IFC.PR.C,,,,,,,
1287,Intact Fin A Ser 4,IFC.PR.D,,,,,,,
1288,Intact Fin A Ser 5,IFC.PR.E,,,,,,,
1289,Intact Fin A Ser 9,IFC.PR.I,,,,,,,
1290,Intact Fin A Sr 6 Pr,IFC.PR.F,,,,,,,
1291,Intact Fin A Sr 7 Pr,IFC.PR.G,,,,,,,
1292,Intact Fin Corp.,IFC,,,,,,,
1293,IntelliPharma Intl J,IPCI,,,,,,,
1294,Inter Pipeline Ltd.,IPL,,,,,,,
1295,Interfor Corporation,IFP,,,,,,,
1296,Intermap Technology,IMP,,,,,,,
1297,InterRent REIT Un J,IIP.UN,,,,,,,
1298,Intertape Polymer,ITP,,,,,,,
1299,Int'l Pete Corp.,IPCO,,,,,,,
1300,Int'l Tower Hill J,ITH,,,,,,,
1301,INV Metals Inc. J,INV,,,,,,,
1302,Invesc FTSERAF GlbCA,PZW,,,,,,,
1303,InvescFTSE USFnd2 CA,PXS,,,,,,,
1304,Invesco 1-3YrLadFltg,PFL,,,,,,,
1305,Invesco 500LowVol CA,ULV.C,,,,,,,
1306,Invesco 500LowVol US,ULV.U,,,,,,,
1307,Invesco Cdn Div Un,PDC,,,,,,,
1308,Invesco Cdn Pr Un,PPS,,,,,,,
1309,Invesco CorpBndCA$Hg,PFH.F,,,,,,,
1310,Invesco FTSE ETF2 US,PXS.U,,,,,,,
1311,Invesco FTSE Glb+ US,PXG.U,,,,,,,
1312,Invesco FTSE Glb+ETF,PXG,,,,,,,
1313,Invesco FTSE RAFICdn,PXC,,,,,,,
1314,Invesco FTSE Sml-Md,PZW.F,,,,,,,
1315,Invesco GlbShrhldrCA,PSY,,,,,,,
1316,Invesco GlbShrhldrUS,PSY.U,,,,,,,
1317,Invesco LowVolPortfl,PLV,,,,,,,
1318,Invesco QQQ CA$Hg,QQC.F,,,,,,,
1319,Invesco REIT Incm CA,REIT,,,,,,,
1320,Invesco S&P EmrgMkts,ELV,,,,,,,
1321,Invesco S&P500 EqWgt,EQL,,,,,,,
1322,Invesco S&P500Eq USF,EQL.U,,,,,,,
1323,Invesco S&P500EqCA-H,EQL.F,,,,,,,
1324,Invesco S&P500ESG Un,ESG,,,,,,,
1325,Invesco SeniorLoanCA,BKL.C,,,,,,,
1326,Invesco SeniorLoanUS,BKL.U,,,,,,,
1327,Invesco SnrLoanCAheg,BKL.F,,,,,,,
1328,Invesco TactBond Un,PTB,,,,,,,
1329,Invesco1-5CorpBnd Un,PSB,,,,,,,
1330,Invesco500LowVolCAHg,ULV.F,,,,,,,
1331,InvescoCompVltlty Un,TLV,,,,,,,
1332,InvescoFTSE US CA-Hg,PXU.F,,,,,,,
1333,InvescoFTSERAF GlbUS,PZW.U,,,,,,,
1334,InvescoLddrRtO-5YrUS,USB.U,,,,,,,
1335,InvescoLddrRtUS0-5Yr,USB,,,,,,,
1336,InvescoS&P500ESG Heg,ESG.F,,,,,,,
1337,InvescoS&PIntl LwVol,ILV,,,,,,,
1338,InvescoS&PIntlDvVlCA,ILV.F,,,,,,,
1339,Invesque 5% Deb USF,IVQ.DB.U,,,,,,,
1340,Invesque 6% Deb USF,IVQ.DB.V,,,,,,,
1341,Invesque Inc.,IVQ,,,,,,,
1342,Invesque Inc. USF,IVQ.U,,,,,,,
1343,InvscoFTSE CA Sml-Md,PZC,,,,,,,
1344,IPL Plastics Inc.,IPLP,,,,,,,
1345,iShare Cdn HYBrd Bnd,XHB,,,,,,,
1346,iShare Cdn RlRet Bnd,XRB,,,,,,,
1347,iShare CorMSCICdnDiv,XDIV,,,,,,,
1348,iShare Divrs Mo Incm,XTR,,,,,,,
1349,iShare Glbl Hlthcare,XHC,,,,,,,
1350,iShare GldBul Nn-Hdg,CGL.C,,,,,,,
1351,iShare GldBulHdgd Un,CGL,,,,,,,
1352,iShare HighCdnBnd Un,XQB,,,,,,,
1353,iShare Jantzi Social,XEN,,,,,,,
1354,iShare MSCI EAFE Idx,XIN,,,,,,,
1355,iShare MSCI EmergMkt,XEM,,,,,,,
1356,iShare MSCI World Un,XWD,,,,,,,
1357,iShare MSCIMinVlEAFE,XMI,,,,,,,
1358,iShare NASDAQ 100 Un,XQQ,,,,,,,
1359,iShare S&P CnsmrDscr,XCD,,,,,,,
1360,iShare S&P/TSX Matrl,XMA,,,,,,,
1361,IShare SP/TSX SmlCap,XCS,,,,,,,
1362,iShare US DivGrow Un,CUD,,,,,,,
1363,iShare US HighDiv Eq,XHD,,,,,,,
1364,iShare US IG CorpBnd,XIG,,,,,,,
1365,iShareESG AdvMSCI CA,XCSR,,,,,,,
1366,iShares Cdn Corp Bnd,XCB,,,,,,,
1367,iShares Cdn Govt Bnd,XGB,,,,,,,
1368,iShares Cdn Growth,XCG,,,,,,,
1369,iShares Cdn Slct Div,XDV,,,,,,,
1370,iShares Cdn Value Un,XCV,,,,,,,
1371,iShares CdnFinMo Un,FIE,,,,,,,
1372,iShares CdnPref Un,CPD,,,,,,,
1373,iShares China Index,XCH,,,,,,,
1374,iShares Consumr Stpl,XST,,,,,,,
1375,iShares ConvBond Un,CVD,,,,,,,
1376,iShares Core Grow Un,XGRO,,,,,,,
1377,iShares Core S&P 500,XSP,,,,,,,
1378,iShares CoreBal Un,XBAL,,,,,,,
1379,iShares CoreSP500Idx,XUS,,,,,,,
1380,iShares EqWeight Un,CEW,,,,,,,
1381,iShares Fltg Rate Un,XFR,,,,,,,
1382,iShares GlbInfras Un,CIF,,,,,,,
1383,iShares GlblAgri Un,COW,,,,,,,
1384,iShares GlblMoDiv Un,CYH,,,,,,,
1385,iShares GlblRlEst Un,CGR,,,,,,,
1386,iShares GlblWater Un,CWW,,,,,,,
1387,iShares India Idx Un,XID,,,,,,,
1388,iShares MoneyMkt Un,CMR,,,,,,,
1389,iShares S&P/TSX Engy,XEG,,,,,,,
1390,iShares S&P/TSX Fins,XFN,,,,,,,
1391,iShares S&P/TSX Gold,XGD,,,,,,,
1392,iShares S&P/TSX REIT,XRE,,,,,,,
1393,iShares S&P/TSX Tech,XIT,,,,,,,
1394,iShares S&P/TSX Util,XUT,,,,,,,
1395,iShares S&P/TSX60 Un,XIU,,,,,,,
1396,iShares ST CdnBnd Un,XSQ,,,,,,,
1397,iShares US HiYld Bnd,XHY,,,,,,,
1398,iShares US Small Cap,XSU,,,,,,,
1399,iSharesCorIncmBal Un,XINC,,,,,,,
1400,iShr Cdn Univers Bnd,XBB,,,,,,,
1401,iShr CdnDivAristo Un,CDZ,,,,,,,
1402,iShr Consv ShStgyFxd,XSC,,,,,,,
1403,iShr Consv Stgy Incm,XSE,,,,,,,
1404,iShr Core EmrgMktIMI,XEC,,,,,,,
1405,iShr CoreCdnLT BndUn,XLB,,,,,,,
1406,iShr CoreCdnShMplBnd,XSH,,,,,,,
1407,iShr CoreConservBal,XCNS,,,,,,,
1408,iShr CoreMSCI AC Wex,XAW,,,,,,,
1409,iShr CoreMSCI ACWXUS,XAW.U,,,,,,,
1410,iShr CoreMSCI IMI US,XEF.U,,,,,,,
1411,iShr CoreMSCI USQuDv,XDU,,,,,,,
1412,iShr CoreS&P500IdxUS,XUS.U,,,,,,,
1413,iShr CoreSP/TSX Comp,XIC,,,,,,,
1414,iShr CorGlbDivCA-Heg,XDGH,,,,,,,
1415,iShr CorMSCI GlblDiv,XDG,,,,,,,
1416,iShr CorMSCIEAFE IMI,XEF,,,,,,,
1417,iShr CorS&P US MktUn,XUU,,,,,,,
1418,iShr CorS&P USMkt US,XUU.U,,,,,,,
1419,iShr EdgMSCI US Qual,XQLT,,,,,,,
1420,iShr EdgMSCI USAValu,XVLU,,,,,,,
1421,iShr EdgMSCIUS Momnt,XMTM,,,,,,,
1422,iShr EgMinVl USA C-H,XMS,,,,,,,
1423,iShr EgMinVlEAFE C-H,XML,,,,,,,
1424,iShr EgMinVolGlb C-H,XMY,,,,,,,
1425,iShr ESG AdvMSCI USA,XUSR,,,,,,,
1426,iShr ESG AwrMSCI CA,XESG,,,,,,,
1427,iShr ESG CA AggrBnd,XSAB,,,,,,,
1428,iShr ESG Cdn ST Bond,XSTB,,,,,,,
1429,iShr JP USD Emrg Mkt,XEB,,,,,,,
1430,iShr MinVol EmrgMkt,XMM,,,,,,,
1431,iShr MSCI EAFE CA-HG,XFF,,,,,,,
1432,iShr MSCI EU IMI CAD,XEH,,,,,,,
1433,iShr MSCI EU IMI Idx,XEU,,,,,,,
1434,iShr MSCI MinVol USA,XMU,,,,,,,
1435,iShr MSCI MinVolCda,XMV,,,,,,,
1436,iShr MSCI MinVolGlbl,XMW,,,,,,,
1437,iShr MSCIMinVol USF,XMU.U,,,,,,,
1438,iShr MSCIMultfacEAFE,XFI,,,,,,,
1439,iShr MSCIMultfactrCA,XFC,,,,,,,
1440,iShr S&P US MidCapUn,XMC,,,,,,,
1441,iShr S&P US SmlCapUn,XSMC,,,,,,,
1442,iShr S&P USMdCpCADHG,XMH,,,,,,,
1443,iShr S&P/TSX Cmpletn,XMD,,,,,,,
1444,iShr S&P/TSX HiDivUn,XEI,,,,,,,
1445,iShr S&PTSX NA PrStk,XPF,,,,,,,
1446,iShr ShDuratn HighUn,CSD,,,,,,,
1447,iShr Sil Bul Hdgd Un,SVR,,,,,,,
1448,iShr Sil Bul Nn-Hdgd,SVR.C,,,,,,,
1449,iShr SP Glbl Indstrl,XGI,,,,,,,
