Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
1797,Postmedia Ntwrk VV J,PNC.B,1.94,Communication Services,Media - Diversified,Newspaper Publishers(511110),,,
1798,Power Corp 5.00% Pr,POW.PR.D,21.95,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1799,Power Corp 5.35% Pr,POW.PR.B,22.92,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1800,Power Corp 5.6% Pr A,POW.PR.A,24.40,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1801,Power Corp 5.6% Pr G,POW.PR.G,23.95,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1802,Power Corp 5.80% Pr,POW.PR.C,24.47,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1803,Power Corp of Cda SV,POW,23.11,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1804,Power Corp Part. Pr,POW.PR.E,30.00,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1805,Power Corp Sr861stPr,POW.PR.F,44.90,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1806,Power Fin 4.20% Pr T,PWF.PR.T,14.25,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1807,Power Fin 4.40% Pr P,PWF.PR.P,9.56,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1808,Power Fin 4.80% Pr S,PWF.PR.S,20.85,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1809,Power Fin 4.95% Pr K,PWF.PR.K,21.13,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1810,Power Fin 5.10% Pr L,PWF.PR.L,21.55,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1811,Power Fin 5.15% Pr V,PWF.PR.Z,21.91,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1812,Power Fin 5.25% Pr E,PWF.PR.F,22.15,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1813,Power Fin 5.50% Pr R,PWF.PR.R,23.49,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1814,Power Fin 5.75% Pr H,PWF.PR.H,23.80,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1815,Power Fin 5.80% Pr O,PWF.PR.O,24.10,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1816,Power Fin 5.90% Pr F,PWF.PR.G,24.35,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1817,Power Fin 6% Pr I,PWF.PR.I,24.60,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1818,Power Financial Pr A,PWF.PR.A,9.75,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1819,Power Financial Pr D,PWF.PR.E,23.23,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1820,Power Financial Pr Q,PWF.PR.Q,9.50,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1821,Prairie Provident J,PPR,0.02,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1822,PrairieSky Royalty,PSK,9.25,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1823,Precious Mtl&Mine Un,MMP.UN,1.91,Financial Services,Asset Management,Portfolio Management(523920),,,
1824,Precision Drill Corp,PD,0.75,Energy,Oil & Gas,Drilling Oil and Gas Wells(213111),,,
1825,Premier Gold Mines J,PG,2.04,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1826,Premium Brand 4.6 Db,PBH.DB.F,nan,nan,nan,nan,,,
1827,Premium Brand 4.65Db,PBH.DB.E,nan,nan,nan,nan,,,
1828,Premium Brand 4.65Db,PBH.DB.G,nan,nan,nan,nan,,,
1829,Premium Brands Hldgs,PBH,85.61,Consumer Defensive,Consumer Packaged Goods,Frozen Specialty Food Manufacturing(311412),,,
1830,Premium Income Cl A,PIC.A,3.83,Financial Services,Asset Management,Portfolio Management(523920),,,
1831,Premium Income Pr,PIC.PR.A,12.15,Financial Services,Asset Management,Portfolio Management(523920),,,
1832,Pretium Resources J,PVG,12.15,Basic Materials,Metals & Mining,All Other Miscellaneous Fabricated Metal Product Manufacturing(332999),,,
1833,Prime Dividend Cl A,PDV,4.00,Financial Services,Asset Management,Portfolio Management(523920),,,
1834,Prime Dividend Pr,PDV.PR.A,10.05,Financial Services,Asset Management,Portfolio Management(523920),,,
1835,Primo Water Corp.,PRMW,17.14,Consumer Defensive,Beverages - Non-Alcoholic,Soft Drink Manufacturing(312111),,,
1836,PRO Real Est Tr Un,PRV.UN,4.48,Real Estate,REITs,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
1837,Profound Medical,PRN,17.20,Healthcare,Medical Devices & Instruments,Medical Laboratories(621511),,,
1838,ProMIS Neurosci J,PMN,0.195,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1839,Pulse Seismic Inc.,PSD,0.81,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
1840,Purpose Best Ideas,PBI,31.54,,,,,,
1841,Purpose Best NnCurHg,PBI.B,37.52,,,,,,
1842,Purpose Cdn Fin Incm,BNC,18.10,,,,,,
1843,Purpose Conserv Incm,PRP,19.65,,,,,,
1844,Purpose Core Div Fnd,PDF,23.92,,,,,,
1845,Purpose DiversRl Ast,PRA,15.99,,,,,,
1846,Purpose Duratn HgREF,PHR,17.92,,,,,,
1847,Purpose EnhncDiv ETF,PDIV,8.90,,,,,,
1848,Purpose EnhncPremYld,PAYF,18.74,,,,,,
1849,Purpose Fltg Rate Un,FLOT,7.06,,,,,,
1850,Purpose FltgRtCAD Un,FLOT.B,8.10,,,,,,
1851,Purpose FltgRtNCH US,FLOT.U,6.21,,,,,,
1852,Purpose Gbl Bnd Fund,BND,18.09,,,,,,
1853,Purpose Glbl Bond Cl,IGB,nan,nan,nan,nan,,,
1854,Purpose GlblInnovatr,PINV,23.16,,,,,,
1855,Purpose Gld Nn-curHg,KILO.B,28.78,,,,,,
1856,Purpose Gold Bul Un,KILO,27.12,,,,,,
1857,Purpose High IntSvgs,PSA,50.00,,,,,,
1858,Purpose Intl Div Un,PID,19.22,,,,,,
1859,Purpose Intl TacHgEq,PHW,16.29,,,,,,
1860,Purpose Monthly Incm,PIN,17.02,,,,,,
1861,Purpose Mult-AstIncm,PINC,15.54,,,,,,
1862,Purpose Mult-StgyNeu,PMM,18.74,,,,,,
1863,Purpose Prem Yld ETF,PYF,17.22,,,,,,
1864,Purpose PremNnCurHeg,PYF.B,19.85,,,,,,
1865,Purpose StgyYield Un,SYLD,16.30,,,,,,
1866,Purpose TacHg NN-Cur,PHE.B,24.65,,,,,,
1867,Purpose Tact Hegd Eq,PHE,23.76,,,,,,
1868,Purpose Tot Ret Bond,PBD,17.95,,,,,,
1869,Purpose US Cash USF,PSU.U,100.00,,,,,,
1870,Purpose US Div NnCur,PUD.B,24.82,,,,,,
1871,Purpose US DivETF Un,PUD,19.57,,,,,,
1872,PurposeGldUS$nnCurHg,KILO.U,27.64,,,,,,
1873,PurposePremNnCurHgUS,PYF.U,18.49,,,,,,
1874,PurposeSlvBlC$NCurHG,SBT.B,13.44,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
1875,PurposeSlvrBlUSNnCur,SBT.U,9.63,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
1876,PurposeSlvrBulCurHeg,SBT,10.25,,,,,,
1877,Quarterhill Inc.,QTRH,1.97,Technology,Hardware,Other Communications Equipment Manufacturing(334290),,,
1878,Quebecor Inc Cl A MV,QBR.A,30.16,Communication Services,Telecommunication Services,Cable and Other Subscription Programming(515210),,,
1879,Quebecor Inc Cl B SV,QBR.B,30.06,Communication Services,Telecommunication Services,Cable and Other Subscription Programming(515210),,,
1880,Questerre Corp. J,QEC,0.115,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1881,Ravensource Fund Un,RAV.UN,14.50,,,,,,
1882,RBC 1-5Yr LadCdn Bnd,RLB,19.64,,,,,,
1883,RBC 1-5Yr LddCrp Bnd,RBO,19.33,,,,,,
1884,RBC 6-10Y CdnCorpBnd,RMBO,21.10,,,,,,
1885,RBC BluBayGlbDvrCA-H,RBDI,19.00,,,,,,
1886,RBC Cdn Pref CA Un,RPF,16.07,,,,,,
1887,RBC CdnBnk Yld Indx,RBNK,16.38,,,,,,
1888,RBC PH&N ST CA Bond,RPSB,20.54,,,,,,
1889,RBC Qnt EAFE DivLead,RIDH,20.25,,,,,,
1890,RBC QntEAFE EQ CAHeg,RIEH,18.18,,,,,,
1891,RBC QntEmrgMktEqLdr,RXE,22.03,,,,,,
1892,RBC QntEmrMktEqLdrUS,RXE.U,nan,nan,nan,nan,,,
1893,RBC QntUS DivLead Un,RUD,35.69,,,,,,
1894,RBC QntUS DivLeadUSD,RUD.U,26.25,,,,,,
1895,RBC Quant CdnEqLeadr,RCE,20.26,,,,,,
1896,RBC Quant EAFE Eqty,RIE,20.21,,,,,,
1897,RBC Quant EmrgMkt US,RXD.U,13.00,,,,,,
1898,RBC Quant EmrgMktDiv,RXD,18.11,,,,,,
1899,RBC Quant EU DivLdCA,RPD,18.79,,,,,,
1900,RBC Quant EU DivLdUS,RPD.U,12.52,,,,,,
1901,RBC Quant EUDivLdHeg,RPDH,18.33,,,,,,
1902,RBC QUANT GlbInfraCA,RIG,18.24,,,,,,
1903,RBC QUANT GlbInfraUS,RIG.U,nan,nan,nan,nan,,,
1904,RBC Quant GlbRlEstCA,RGRE,15.38,,,,,,
1905,RBC Quant GlbRlEstUS,RGRE.U,nan,nan,nan,nan,,,
1906,RBC Quant US DivLead,RUDH,26.18,,,,,,
1907,RBC Quant USEqLdr Un,RUE,30.88,,,,,,
1908,RBC Quant USEqLdr US,RUE.U,22.47,,,,,,
1909,RBC QuantCdnDiv Lead,RCD,17.61,,,,,,
1910,RBC QuantEAFE Div Un,RID,20.99,,,,,,
1911,RBC QuantEAFE Div US,RID.U,15.04,,,,,,
1912,RBC QuantEAFE EqtyUS,RIE.U,14.31,,,,,,
1913,RBC QuantUSEqty(C-H),RUEH,25.30,,,,,,
1914,RBC ST US CorpBndCAD,RUSB,22.53,,,,,,
1915,RBC ST US CorpBndUSF,RUSB.U,nan,nan,nan,nan,,,
1916,RBC Stratgc GlbDivLd,RLD,22.89,,,,,,
1917,RBC Stratgc GlbEqLdr,RLE,25.14,,,,,,
1918,RBC Target 20 CrpBnd,RQH,19.71,,,,,,
1919,RBC Target 21CorpBnd,RQI,19.74,,,,,,
1920,RBC Target22 CorpBnd,RQJ,19.75,,,,,,
1921,RBC Target23 CorpBnd,RQK,19.59,,,,,,
1922,RBC Targt2024CorpBnd,RQL,21.00,,,,,,
1923,RBC Targt2025CorpBnd,RQN,21.21,,,,,,
1924,RBC US Banks Yld CAD,RUBY,15.00,,,,,,
1925,RBC US Banks Yld USF,RUBY.U,11.205,,,,,,
1926,RBC USBanksYld CA-Hg,RUBH,13.56,,,,,,
1927,Real Matters Inc.,REAL,22.47,Technology,Software,Software Publishers(511210),,,
1928,Recipe Unlimited SV,RECP,10.40,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
1929,Redline Commun Grp J,RDL,0.95,Technology,Hardware,Other Communications Equipment Manufacturing(334290),,,
1930,Resolute Forest Prod,RFP,2.60,Basic Materials,Forest Products,Paper (except Newsprint) Mills(322121),,,
1931,Restaurant Brnd Intl,QSR,75.47,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
1932,Restaurant BrndLP Un,QSP.UN,75.27,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
1933,Resverlogix Corp. J,RVX,0.75,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
1934,Resverlogix J Wt,RVX.WT,nan,nan,nan,nan,,,
1935,Richards Pckng Un,RPI.UN,55.20,Consumer Cyclical,Packaging & Containers,Glass Product Manufacturing Made of Purchased Glass(327215),,,
1936,Richelieu Hardware,RCH,28.215,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Wood Kitchen Cabinet and Countertop Manufacturing(337110),,,
1937,Ridgewood Cdn Bnd Un,RIB.UN,nan,nan,nan,nan,,,
1938,RioCan Rl Est Tr Un,REI.UN,14.84,Real Estate,REITs,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
1939,Ritchie Bros Auction,RBA,59.30,Industrials,Business Services,All Other Support Services(561990),,,
1940,Riverlogix J A Wt,RVX.WT.A,0.27,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
1941,Rocky Mtn Dealership,RME,4.50,Industrials,Industrial Distribution,Farm and Garden Machinery and Equipment Merchant Wholesalers(423820),,,
1942,Rogers Comm Cl A,RCI.A,57.55,Communication Services,Telecommunication Services,Wireless Telecommunications Carriers (except Satellite)(517312),,,
1943,Rogers Comm Cl B NV,RCI.B,56.40,Communication Services,Telecommunication Services,Wireless Telecommunications Carriers (except Satellite)(517312),,,
1944,Rogers Sugar 4.75Db7,RSI.DB.F,nan,nan,nan,nan,,,
1945,Rogers Sugar 5% Db 6,RSI.DB.E,nan,nan,nan,nan,,,
1946,Rogers Sugar Inc.,RSI,4.72,Consumer Defensive,Consumer Packaged Goods,Nonchocolate Confectionery Manufacturing(311340),,,
1947,Roots Corporation,ROOT,1.09,Consumer Cyclical,Retail - Cyclical,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers(424330)",,,
1948,Roxgold Inc. J,ROXG,1.33,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1949,Royal Bank of Canada,RY,91.61,Financial Services,Banks,Commercial Banking(522110),,,
1950,Royal Bank Pr Ser AA,RY.PR.A,25.05,Financial Services,Banks,Commercial Banking(522110),,,
1951,Royal Bank Pr Ser AC,RY.PR.C,25.06,Financial Services,Banks,Commercial Banking(522110),,,
1952,Royal Bank Pr Ser AE,RY.PR.E,25.07,Financial Services,Banks,Commercial Banking(522110),,,
1953,Royal Bank Pr Ser AF,RY.PR.F,25.09,Financial Services,Banks,Commercial Banking(522110),,,
1954,Royal Bank Pr Ser AG,RY.PR.G,25.08,Financial Services,Banks,Commercial Banking(522110),,,
1955,Royal Bank Pr Ser AZ,RY.PR.Z,14.60,Financial Services,Banks,Commercial Banking(522110),,,
1956,Royal Bank Pr Ser BB,RY.PR.H,14.75,Financial Services,Banks,Commercial Banking(522110),,,
1957,Royal Bank Pr Ser BD,RY.PR.J,15.66,Financial Services,Banks,Commercial Banking(522110),,,
1958,Royal Bank Pr Ser BF,RY.PR.M,14.91,Financial Services,Banks,Commercial Banking(522110),,,
1959,Royal Bank Pr Ser BH,RY.PR.N,23.34,Financial Services,Banks,Commercial Banking(522110),,,
1960,Royal Bank Pr Ser BI,RY.PR.O,23.40,Financial Services,Banks,Commercial Banking(522110),,,
1961,Royal Bank Pr Ser BJ,RY.PR.P,25.00,Financial Services,Banks,Commercial Banking(522110),,,
1962,Royal Bank Pr Ser BK,RY.PR.Q,24.20,Financial Services,Banks,Commercial Banking(522110),,,
1963,Royal Bank Pr Ser BM,RY.PR.R,24.73,Financial Services,Banks,Commercial Banking(522110),,,
1964,Royal Bank Pr Ser BO,RY.PR.S,16.97,Financial Services,Banks,Commercial Banking(522110),,,
1965,Royal Bank Pr Ser W,RY.PR.W,23.79,Financial Services,Banks,Commercial Banking(522110),,,
1966,Royal Nickel Corp. J,RNX,0.53,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1967,Royal Nickel J Wt,RNX.WT,nan,nan,nan,nan,,,
1968,RTG Mining Inc Ord J,RTG,0.155,Basic Materials,Metals & Mining,,,,
1969,Rubicon Minerals J,RMX,1.70,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1970,Russel Metals Inc.,RUS,14.85,Industrials,Industrial Distribution,Metal Service Centers and Other Metal Merchant Wholesalers(423510),,,
1971,Russell InvstFxdIncm,RIFI,20.45,,,,,,
1972,Russl InvestRl Asset,RIRA,17.41,,,,,,
1973,Russl InvGlbInfrasPl,RIIN,17.25,,,,,,
1974,Russl InvGlbUnconsBd,RIGU,20.00,,,,,,
1975,Ry Cdn Mint-Gold ETR,MNT,27.85,Financial Services,Capital Markets,International Trade Financing(522293),,,
1976,Ry Cdn Mint-Gold USF,MNT.U,20.20,Financial Services,Capital Markets,International Trade Financing(522293),,,
1977,Ry Cdn Mint-Sil ETR,MNS,15.21,Financial Services,Capital Markets,International Trade Financing(522293),,,
1978,Ry Cdn Mint-Sil USF,MNS.U,10.75,Financial Services,Capital Markets,International Trade Financing(522293),,,
1979,S Split Corp Cl A,SBN,2.40,Financial Services,Asset Management,Portfolio Management(523920),,,
1980,S Split Corp. Pr,SBN.PR.A,9.36,Financial Services,Asset Management,Portfolio Management(523920),,,
1981,Sabina Gld & Slvr J,SBB,1.96,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1982,Sagicor Fin Co,SFC,5.70,Financial Services,Insurance,Investment Advice(523930),,,
1983,Sagicor Fin Co Wt,SFC.WT,nan,nan,nan,nan,,,
1984,Sandstorm Gold Ltd.,SSL,11.72,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1985,Sandstorm Gold Wt,SSL.WT,nan,nan,nan,nan,,,
1986,Saputo Inc.,SAP,32.97,Consumer Defensive,Consumer Packaged Goods,All Other Miscellaneous Food Manufacturing(311999),,,
1987,Savaria Corp. J,SIS,14.01,Industrials,Industrial Products,Elevator and Moving Stairway Manufacturing(333921),,,
1988,Scandium Int'l Mng J,SCY,0.08,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1989,Scotia StrategcCA Eq,SCAD,17.91,,,,,,
1990,Scotia StrategcUS Eq,SUSA,22.50,,,,,,
1991,Scotia StrtgcFxdIncm,SFIX,21.24,,,,,,
1992,Scotia StrtgcIntl Eq,SINT,16.60,,,,,,
1993,Seabridge Gold Inc J,SEA,21.30,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1994,Second Cup Ltd. The,SCU,0.74,Consumer Cyclical,Restaurants,All Other Specialty Food Stores(445299),,,
1995,Secure Energy Serv J,SES,1.21,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
1996,SEMAFO Inc. J,SMF,4.615,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1997,Sentry Prime Metal A,PME,2.35,,,,,,
1998,Senvest Capital Inc,SEC,117.19,Financial Services,Asset Management,Portfolio Management(523920),,,
1999,Serabi Gld plc Ord J,SBI,nan,nan,nan,nan,,,
2000,Seven Generations A,VII,2.995,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
2001,Shaw Comm Cl 2 Pr A,SJR.PR.A,11.20,Communication Services,Telecommunication Services,All Other Telecommunications(517919),,,
2002,Shaw Comm Cl 2 Pr B,SJR.PR.B,11.40,Communication Services,Telecommunication Services,All Other Telecommunications(517919),,,
2003,Shaw Comm Cl B NV,SJR.B,23.19,Communication Services,Telecommunication Services,All Other Telecommunications(517919),,,
2004,ShawCor Ltd.,SCL,1.79,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
2005,Sherritt Int'l Corp,S,0.14,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
2006,Sherritt Int'l Wt,S.WT,nan,nan,nan,nan,,,
2007,Shopify Inc A SV,SHOP,"1,020.34",Technology,Software,Software Publishers(511210),,,
2008,Sienna Senior Living,SIA,9.37,Healthcare,Healthcare Providers & Services,Nursing Care Facilities(623110),,,
2009,Sierra Metals Inc. J,SMT,1.09,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
2010,Sierra Wireless,SW,12.27,Technology,Hardware,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing(334220),,,
2011,Silver Bear ResJ Ord,SBR,0.145,Basic Materials,Metals & Mining,,,,
2012,Silver Bull Res J,SVB,0.10,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
2013,Silver Elephant J,ELEF,0.31,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
2014,Silvercorp Metals J,SVM,6.27,Basic Materials,Metals & Mining,Silver Ore Mining(212222),,,
2015,SilverCrest Metals J,SIL,12.90,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),,,
2016,SIR Royalty Incm Un,SRV.UN,2.86,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
2017,Slate Office REIT Db,SOT.DB,nan,nan,nan,nan,,,
2018,Slate Office REIT Un,SOT.UN,3.62,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
2019,Slate Retail CAD Un,SRT.UN,10.70,Real Estate,REITs,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
2020,Slate Retail Cl U Un,SRT.U,7.82,Real Estate,REITs,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
2021,Sleep Cntry Cda Hldg,ZZZ,15.57,Consumer Cyclical,Retail - Cyclical,All Other General Merchandise Stores(452319),,,
2022,SmartCtr REIT VV Un,SRU.UN,20.61,Real Estate,REITs,Other Activities Related to Real Estate(531390),,,
2023,SNC - Lavalin Group,SNC,20.52,Industrials,Construction,Engineering Services(541330),,,
2024,SolGold plc J Ord,SOLG,0.435,Basic Materials,Metals & Mining,,,,
2025,Solitario Zinc J,SLR,0.42,Basic Materials,Metals & Mining,All Other Miscellaneous Fabricated Metal Product Manufacturing(332999),,,
2026,SOPerior Fertilizr J,SOP,0.03,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
2027,Source Energy Serv J,SHLE,0.055,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
2028,SouthGobi Res Ltd J,SGQ,0.09,Energy,Other Energy Sources,Bituminous Coal and Lignite Surface Mining(212111),,,
2029,Spark Power Group J,SPG,1.13,Utilities,Utilities - Independent Power Producers,Solar Electric Power Generation(221114),,,
2030,Spark Power Grp J Wt,SPG.WT,0.10,Utilities,Utilities - Independent Power Producers,Solar Electric Power Generation(221114),,,
2031,Spectral Medical Inc,EDT,0.60,Healthcare,Medical Diagnostics & Research,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
2032,Sphere FTSEmrgMktSus,SHZ,7.70,,,,,,
2033,Spin Master Corp SV,TOY,18.40,Consumer Cyclical,Travel & Leisure,"Doll, Toy and Game Manufacturing(339930)",,,
2034,Sprott Inc.,SII,45.15,Financial Services,Asset Management,Portfolio Management(523920),,,
2035,Sprott Phy Gld Un US,PHYS.U,13.93,Financial Services,Asset Management,Portfolio Management(523920),,,
2036,Sprott Phy Sil Cdn,PSLV,8.99,Financial Services,Asset Management,Open-End Investment Funds(525910),,,
2037,Sprott Phy Silver US,PSLV.U,6.65,Financial Services,Asset Management,Open-End Investment Funds(525910),,,
2038,Sprott PhyGld&Sil Tr,CEF,22.45,Financial Services,Asset Management,Portfolio Management(523920),,,
2039,Sprott PhyGld&Sil US,CEF.U,16.57,Financial Services,Asset Management,Portfolio Management(523920),,,
2040,Sprott PhyGold CA Un,PHYS,18.94,Financial Services,Asset Management,Portfolio Management(523920),,,
2041,Sprott PhyPlat CA Un,SPPP,19.10,Basic Materials,Metals & Mining,All Other Miscellaneous Fabricated Metal Product Manufacturing(332999),,,
2042,Sprott PhyPlat US Un,SPPP.U,14.22,Basic Materials,Metals & Mining,All Other Miscellaneous Fabricated Metal Product Manufacturing(332999),,,
2043,Sprott Res Holdgs,SRHI,0.2925,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
2044,Sprott Res Holdgs Wt,SRHI.WT,nan,nan,nan,nan,,,
2045,Sr Secured FltgLn Un,FRL.UN,nan,nan,nan,nan,,,
2046,SSR Mining Inc.,SSRM,27.78,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
2047,St. Augustine Gld J,SAU,0.02,Basic Materials,Metals & Mining,,,,
2048,StageZero Life Sci J,SZLS,0.075,Healthcare,Medical Diagnostics & Research,In-Vitro Diagnostic Substance Manufacturing(325413),,,
2049,Stantec Inc.,STN,41.34,Industrials,Construction,Engineering Services(541330),,,
2050,Star Diamond Corp J,DIAM,0.26,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
2051,Starcore Intl Mine J,SAM,0.10,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
2052,Stelco Holdings J,STLC,7.38,Basic Materials,Steel,Iron and Steel Mills and Ferro-Alloy Manufacturing(331110),,,
2053,Stella-Jones Inc.,SJ,33.84,Basic Materials,Forest Products,All Other Miscellaneous Wood Product Manufacturing(321999),,,
2054,STEP Energy Serv J,STEP,0.395,Energy,Oil & Gas,Fluid Power Pump and Motor Manufacturing(333996),,,
2055,Steppe Gold Ltd. J,STGO,1.53,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
2056,Stingray Group SV,RAY.A,4.35,Communication Services,Media - Diversified,Cable and Other Subscription Programming(515210),,,
2057,Stingray Vary SV,RAY.B,4.33,Communication Services,Media - Diversified,Cable and Other Subscription Programming(515210),,,
2058,Storm Res Ltd. J,SRX,1.37,Energy,Oil & Gas,Natural Gas Extraction(211130),,,
2059,Stuart Olson Inc.,SOX,0.96,Industrials,Construction,Commercial and Institutional Building Construction(236220),,,
2060,Sulliden Mng Cap J,SMC,0.045,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
2061,Summit Ind REIT Un J,SMU.UN,10.43,Real Estate,REITs,Portfolio Management(523920),,,
2062,Sun Life Fin 10R Pr,SLF.PR.H,12.09,Financial Services,Insurance,Pension Funds(525110),,,
2063,Sun Life Fin 11QR Pr,SLF.PR.K,12.00,Financial Services,Insurance,Pension Funds(525110),,,
2064,Sun Life Fin 12R Pr,SLF.PR.I,14.91,Financial Services,Insurance,Pension Funds(525110),,,
2065,Sun Life Fin 9QR Pr,SLF.PR.J,9.05,Financial Services,Insurance,Pension Funds(525110),,,
2066,Sun Life Fin Inc.,SLF,47.87,Financial Services,Insurance,Pension Funds(525110),,,
2067,Sun Life Fin Pr A,SLF.PR.A,21.97,Financial Services,Insurance,Pension Funds(525110),,,
2068,Sun Life Fin Ser2 Pr,SLF.PR.B,22.14,Financial Services,Insurance,Pension Funds(525110),,,
2069,Sun Life Fin Ser3 Pr,SLF.PR.C,20.70,Financial Services,Insurance,Pension Funds(525110),,,
2070,Sun Life Fin Ser4 Pr,SLF.PR.D,20.65,Financial Services,Insurance,Pension Funds(525110),,,
2071,Sun Life Fin Ser5 Pr,SLF.PR.E,20.70,Financial Services,Insurance,Pension Funds(525110),,,
2072,Sun Life Fin Sr8R Pr,SLF.PR.G,9.25,Financial Services,Insurance,Pension Funds(525110),,,
2073,Suncor Energy Inc.,SU,23.77,Energy,Oil & Gas,Petroleum Refineries(324110),,,
2074,"SunOpta, Inc.",SOY,6.05,Consumer Defensive,Consumer Packaged Goods,Breakfast Cereal Manufacturing(311230),,,
2075,Sunwah Int'l Ltd.,SWH,0.30,Financial Services,Capital Markets,,,,
2076,Superior Plus Corp.,SPB,9.53,Utilities,Utilities - Regulated,Natural Gas Distribution(221210),,,
2077,Supreme Cannabis J,FIRE,0.34,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2078,Supreme CannabisJ Db,FIRE.DB,nan,nan,nan,nan,,,
2079,Supremex Inc.,SXP,1.51,Consumer Cyclical,Packaging & Containers,Packing and Crating(488991),,,
2080,Surge Energy Deb,SGY.DB,nan,nan,nan,nan,,,
2081,Surge Energy Inc. J,SGY,0.265,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
2082,Surge Engy 6.75 Db 2,SGY.DB.A,nan,nan,nan,nan,,,
2083,Sustainabl InfrasDiv,INF.UN,nan,nan,nan,nan,,,
