Index,Company Name,Symbol,Sector,Industry
942,CI1st AsstCA Buyback,FBE,,
944,CI 1st Asset ConvBnd,CXF,,
946,CI 1st Asset CdnREIT,RIT,,
948,CI 1stAstCanBancIncm,CIC,,
950,CI 1st AstCoreCdn Eq,CED,,
952,CI 1stAsst CoreCdnEq,CSY,,
954,CI1stAstCoreUSEqC$Un,CES,,
955,CI1stAstCorUSEqC$Unh,CES.B,,
956,CI1stAstCorUS$UnHGUn,CES.U,,
958,CI 1stAstEngyGianCov,NXF,,
959,CI1stAstEgyGiaUnhgUn,NXF.B,,
961,CI 1stAst EnhGovBond,FGO,,
962,CI1stAst EnhGvtBndUS,FGO.U,,
964,CI 1stAstEnhncSH Bnd,FSB,,
965,CI1stAstEnhncShBndUS,FSB.U,,
967,CI 1st Asset EU Un,FHB,,
969,CI 1stAst GlbFinSctr,FSF,,
971,CI 1st AstHlthCrCov,FHI,,
972,CI1stAstHlthCr CovUH,FHI.B,,
974,CI 1stAst InterstSvg,CSAV,,
976,CI 1st Asst InvBndUn,FIG,,
977,CI 1st AsstInvBnd US,FIG.U,,
979,CI1st Asst LngDurFxd,FLB,,
981,CI 1stAsst MornDiv30,DXM,,
983,CI1stAsst MrnMomntUn,WXM,,
985,CI 1stAstMornCA Val,FXM,,
987,CI 1stAst MornIntlUn,ZXM,,
988,CI1stAst IntlMomUnhg,ZXM.B,,
990,CI1stAstMrnIntlValUn,VXM,,
991,CI 1stAstIntlValUnhg,VXM.B,,
993,CI1stAsstMrnstrNBkQC,QXM,,
995,CI 1stAstUS Div50 Un,UXM,,
996,CI1stAstUSDv50UnhgUn,UXM.B,,
998,CI 1st AstUS MomntUn,YXM,,
999,CI 1st AstUSMmntUnhg,YXM.B,,
1001,CI 1stAstMornUSValUn,XXM,,
1002,CI1stAstMrnUS ValUhg,XXM.B,,
1004,CI 1st AstMSCI CA Un,RWC,,
1006,CI 1stAstMSCI CAQual,FQC,,
1008,CI 1stAst MSCI EU Un,RWE,,
1009,CI 1stAst EU UnhgUn,RWE.B,,
1011,CI 1st AstIntlRskWgt,RWX,,
1012,CI1st AstIntlRskUnHg,RWX.B,,
1014,CI 1stAstMSCI USA Un,RWU,,
1015,CI1stAstMSCI US Unhg,RWU.B,,
1017,CI 1stAstMSCI WrldUn,RWW,,
1018,CI1stAstMSCI WrlUnhg,RWW.B,,
1020,CI 1st Asst Pref Shr,FPR,,
1022,CI1stAsstST GovBndCl,FGB,,
1024,CI 1stAstTech Giants,TXF,,
1025,CI1stAstTecGiantUnHG,TXF.B,,
1027,CI 1stAstUS&CALifeco,FLI,,
1029,CI 1st AsstUS Buybac,FBU,,
1031,CI 1st AsstUSTacSect,FUT,,
1033,CI 1stAstUS TrnLeadr,SID,,
1035,CIBC ActvInvCorpBond,CACB,,
1037,CIBC ActvInvFltgBond,CAFR,,
1039,CIBC Multifac Cdn Eq,CMCE,,
1041,CIBC Multfactr US Eq,CMUE,,
1042,CIBC MltifactrUS HEG,CMUE.F,,
1044,CIBT Education Grp J,MBA,,
1046,Cineplex Inc.,CGX,,
1048,Cipher Pharma J,CPH,,
1050,Citadel Incm Fund Un,CTF.UN,,
1052,Clairvest Group Inc,CVG,,
1054,Clarke Inc.,CKI,,
1056,Clean TeQ Hldg J Ord,CLQ,,
1058,ClearStream Energy,CSM,,
1060,Clearwater Seafoods,CLR,,
1062,CNOOC Limited ADRs,CNU,,
1064,Co-operators Sr C Pr,CCS.PR.C,,
1066,Cogeco Commun Inc SV,CCA,,
1068,Cogeco Inc. SV,CGO,,
1070,CoinCap STOXX BRAIN,THNK,,
1072,CoinCap STOXX Blkchn,LDGR,,
1074,Colabor Group Inc.,GCL,,
1075,Colabor Grp 6% Deb,GCL.DB.A,,
1077,Colliers Intl Grp SV,CIGI,,
1079,Columbus Gold Corp J,CGT,,
1081,Cominar Real Est Un,CUF.UN,,
1083,Commerce Split Cap,YCM,,
1084,Commerce Split I Pr,YCM.PR.A,,
1085,Commerce Split II Pr,YCM.PR.B,,
1087,Computer Modelling J,CMG,,
1089,Condor Gold plc J,COG,,
1091,Condor Petroleum J,CPI,,
1093,Conifex Timber Inc.,CFF,,
1095,Constellation Softwr,CSU,,
1096,Constellation Deb 1,CSU.DB,,
1098,Continental Gold J,CNL,,
1100,Copper Mountain J,CMMC,,
1102,Corby Spirit&Wine A,CSW.A,,
1103,Corby Spirit&Wn B NV,CSW.B,,
1105,Core Cdn Dividend Un,CDD.UN,,
1107,Coro Mining Corp. J,COP,,
1109,Correvio Pharma Corp,CORV,,
1111,Corridor Resources,CDH,,
1113,Corus Entertnmnt B,CJR.B,,
1115,Corvus Gold Inc. J,KOR,,
1117,Cott Corporation,BCB,,
1119,CounterPath Corp. J,PATH,,
1121,CPI Card Group Inc.,PMTS,,
1123,Crescent Point Corp.,CPG,,
1125,Crescita Therpeutc J,CTX,,
1127,Crew Energy Inc.,CR,,
1129,CRH Medical Corp. J,CRH,,
1131,Crius Energy Tr Un,KWH.UN,,
1133,Crombie Real Est Un,CRR.UN,,
1135,Cronos Group Inc. J,CRON,,
1137,Crown Cap Partners J,CRWN,,
1138,Crown CapPart J 6%Db,CRWN.DB,,
1140,CT Rl Est Invest Un,CRT.UN,,
1142,CU Inc. Pr Ser 1,CIU.PR.A,,
1143,CU Inc. Pr Ser 4,CIU.PR.C,,
1145,Currency Exch Intl J,CXI,,
1147,Cymbria Corp Cl A NV,CYB,,
1149,D-Box Tech Inc. A J,DBO,,
1151,Data Commun Mgt,DCM,,
1153,Delphi Energy Corp.,DEE,,
1154,Delphi Energy 10% Nt,DEE.NT,,
1155,Delphi Energy Wt,DEE.WT,,
1157,Denison Mines Corp,DML,,
1159,Descartes Systems,DSG,,
1161,Desjardins 1-5yrCorp,DCC,,
1163,Desjardins 1-5yrGovt,DCG,,
1165,Desjardn AltLN/SH Eq,DANC,,
1167,DesjardinCaMltiCntrl,DFC,,
1169,Desjardins Cdn Pref,DCP,,
1171,Desjardins CdnST Bnd,DCS,,
1173,DesjardinCA UnivBnd,DCU,,
1175,DesjardinDevexUS xCA,DFD,,
1177,DesjardinEmrgMltFctr,DFE,,
1179,Desjardins RI CA Bnd,DRCU,,
1181,DesjardinsRI CA LwCO,DRMC,,
1183,DesjardinsRI CA Mlti,DRFC,,
1185,DesjardinsRI DevUSCA,DRFD,,
1187,DesjardnRI MktLowCo2,DRFE,,
1189,Desjardins RI GblETF,DRFG,,
1191,DesjardinsRI USLowCO,DRMU,,
1193,DesjardinsRI USAMult,DRFU,,
1195,DesjardinUSMultCntrl,DFU,,
1197,Detour Gold Corp J,DGC,,
1199,DHX Media Ltd Com&VV,DHX,,
1200,DHX Media 5.875% Deb,DHX.DB,,
1202,Difference Cap Fin J,DCF,,
1204,DIRTT Env Solution J,DRT,,
1206,Divers Rylty Corp.,DIV,,
1207,Diversif Rlty 5.25Db,DIV.DB,,
1209,Dividend 15 Splt A,DFN,,
1210,Dividend 15 Splt Pr,DFN.PR.A,,
1212,Dividend 15Split 2 A,DF,,
1213,Dividend 15Splt 2 Pr,DF.PR.A,,
1215,Div Growth Splt Cl A,DGS,,
1216,Div Growth Split Pr,DGS.PR.A,,
1218,Dividend Select 15Eq,DS,,
1220,Dollarama Inc.,DOL,,
1222,Domtar Corporation,UFS,,
1224,Dorel Ind Inc A MV,DII.A,,
1225,Dorel Ind Inc B SV,DII.B,,
1226,Dorel Ind 5.5% Db US,DII.DB.U,,
1228,Dream Global REIT Un,DRG.UN,,
1230,Dream Hrd AsetAlt Un,DRA.UN,,
1232,Dream Industrl REIT,DIR.UN,,
1234,Dream Office REIT Un,D.UN,,
1236,DREAM Unltd Cl A SV,DRM,,
1237,DREAM Unltd 1st Pr,DRM.PR.A,,
1239,Dundee Corp. Cl A SV,DC.A,,
1240,Dundee Corp. Pr 2,DC.PR.B,,
1241,Dundee Corp 1st Pr 3,DC.PR.D,,
1242,Dundee Corp Wt,DC.WT,,
1244,Dundee Precious Mtl,DPM,,
1246,DXI Energy Inc J,DXI,,
1248,Dynacor Gold Mines J,DNG,,
1250,Dynamic iShr CADivUn,DXC,,
1252,Dynamic iShrCrosBond,DXO,,
1254,Dynamic iShr GlblDiv,DXG,,
1256,Dynamic iShr GlbFin,DXF,,
1258,Dynamc iShr ActvFltg,DXV,,
1260,Dynamic iShr Pref Un,DXP,,
1262,Dynamic iShrActvTact,DXB,,
1264,Dynamic iShr US Div,DXU,,
1266,Dynamic iShrUSMidCap,DXZ,,
1268,E Split Corp. Cl A,ENS,,
1269,E Split Corp. Pr,ENS.PR.A,,
1271,E-L Financial Corp.,ELF,,
1272,E-L Financial 1st Pr,ELF.PR.F,,
1273,E-L Financl 4.75 Pr2,ELF.PR.G,,
1274,E-L Financl 5.5 Pr 3,ELF.PR.H,,
1276,Eagle Energy Inc. J,EGL,,
1278,East Coast InvGrd Un,ECF.UN,,
1280,Eastern Platinum J,ELR,,
1282,Eastmain Resources J,ER,,
1284,Echelon Fin Hldgs,EFH,,
1286,ECN Capital Corp.,ECN,,
1287,ECN Capital 6.50% Pr,ECN.PR.A,,
1288,ECN Capital 6.25% Pr,ECN.PR.C,,
1290,eCobalt Solutions J,ECS,,
1291,eCobalt Solutn J Wt,ECS.WT,,
1293,Economic Investment,EVT,,
1295,EcoSynthetix Inc. J,ECO,,
1297,Eldorado Gold Corp.,ELD,,
1299,Electrovaya Inc.,EFL,,
1301,Element Fleet Mgt,EFN,,
1302,Element Fleet5.125Db,EFN.DB,,
1303,Element Fleet 4.25Db,EFN.DB.A,,
1304,Element Flt 4.25B Db,EFN.DB.B,,
1305,Element Fleet Pr A,EFN.PR.A,,
1306,Element Fleet Pr C,EFN.PR.C,,
1307,Element Fleet Pr E,EFN.PR.E,,
1308,Element Fleet Pr G,EFN.PR.G,,
1309,Element Fleet Pr I,EFN.PR.I,,
1311,Emera Incorporated,EMA,,
1312,Emera Inc. Ser A Pr,EMA.PR.A,,
1313,Emera Inc. Ser B Pr,EMA.PR.B,,
1314,Emera Inc. Ser C Pr,EMA.PR.C,,
1315,Emera Inc. Ser E Pr,EMA.PR.E,,
1316,Emera Inc. Ser F Pr,EMA.PR.F,,
1317,Emera Inc. Ser H Pr,EMA.PR.H,,
1319,Empire Co Cl A NV,EMP.A,,
1321,Enbridge Inc.,ENB,,
1322,Enbridge Ser 9 Pr,ENB.PF.A,,
1323,Enbridge Ser 11 Pr,ENB.PF.C,,
1324,Enbridge Ser 13 Pr,ENB.PF.E,,
1325,Enbridge Ser 15 Pr,ENB.PF.G,,
1326,Enbridge Ser 17 Pr,ENB.PF.I,,
1327,Enbridge Ser 19 Pr,ENB.PF.K,,
1328,Enbridge Ser L US Pr,ENB.PF.U,,
1329,Enbridge Ser 5 US Pr,ENB.PF.V,,
1330,Enbridge 5.50% Pr,ENB.PR.A,,
1331,Enbridge Inc Sr B Pr,ENB.PR.B,,
1332,Enbridge Inc Sr C Pr,ENB.PR.C,,
1333,Enbridge Inc Sr D Pr,ENB.PR.D,,
1334,Enbridge Inc Sr F Pr,ENB.PR.F,,
1335,Enbridge Inc Sr H Pr,ENB.PR.H,,
1336,Enbridge Ser 7 Pr,ENB.PR.J,,
1337,Enbridge Inc Sr N Pr,ENB.PR.N,,
1338,Enbridge Inc Sr P Pr,ENB.PR.P,,
1339,Enbridge Inc Sr R Pr,ENB.PR.T,,
1340,Enbridge Sr J US Pr,ENB.PR.U,,
1341,Enbridge Ser 1 US Pr,ENB.PR.V,,
1342,Enbridge Ser 3 Pr,ENB.PR.Y,,
1344,EnCana Corporation,ECA,,
1346,Endeavour Mining Ord,EDV,,
1348,Endeavour Silver J,EDR,,
1350,Enerflex Ltd.,EFX,,
1352,Energy Fuels Inc. J,EFR,,
1353,Energy Fuels Deb J,EFR.DB,,
1354,Energy Fuels Wt J,EFR.WT,,
1356,Energy Income Fnd Un,ENI.UN,,
1358,Enerplus Corporation,ERF,,
1360,Enghouse Systems Ltd,ENGH,,
1362,Ensign Engy Services,ESI,,
1364,Enterprise Group Inc,E,,
1366,ENTREC Corporation,ENT,,
1367,ENTREC Corp. Deb,ENT.DB,,
1369,Entree Resources J,ETG,,
1371,Equitable Group Inc.,EQB,,
1372,Equitable Grp Pr 3,EQB.PR.C,,
1374,Erdene Res Dev J,ERD,,
1376,Ero Copper Corp. J,ERO,,
1378,Essential Energy Ltd,ESN,,
1380,Etrion Corporation J,ETX,,
1382,Euro Sun Mining J,ESM,,
1384,Euromax Resources J,EOX,,
1386,European FocusDiv Un,EF.UN,,
1388,Evertz Technologies,ET,,
1390,Evolve CA Pref UnHeg,DIVS,,
1392,EvolveActvGlbFxdIncm,EARN,,
1394,Evolve ShDurBond Heg,TIME,,
1395,Evolve ShDurBond Unh,TIME.B,,
1397,Evolve Actv USEq Heg,CAPS,,
1398,EvolveActvUS EqUnheg,CAPS.B,,
1399,EvolveActvUS$ Unhegd,CAPS.U,,
1401,Evolve AutoInnov Heg,CARS,,
1402,Evolve AutoInnovUnHg,CARS.B,,
1403,Evolve AutomobUnhgUS,CARS.U,,
1405,Evolve Cyber Sec Heg,CYBR,,
1406,Evolve CyberSecUnHg,CYBR.B,,
1407,EvolveCybrSec UnhgUS,CYBR.U,,
1409,Evolve E-Gaming HgUn,HERO,,
1411,Evolve GlbHlthYldHeg,LIFE,,
1412,EvolveGlbHealth Unhg,LIFE.B,,
1414,Evolve GlbMatMin Heg,BASE,,
1415,EvolveGlbMatMinUnheg,BASE.B,,
1417,Evolve Innovation Un,EDGE,,
1419,Evolve Marijuana Un,SEED,,
1421,Evolve NA Gender Heg,HERS,,
1422,Evolve NA GndrUn-Heg,HERS.B,,
1424,Evolve USBkEnhanc Hg,CALL,,
1425,Evolve USBkEnhYldUhg,CALL.B,,
1427,exactEarth Ltd. J,XCT,,
1429,Excellon Resources J,EXN,,
1431,Excelsior Mining J,MIN,,
1433,Exchange Income Corp,EIF,,
1434,Exchng Incm 5.25% Db,EIF.DB.H,,
1435,ExchngIncm 5y 5.25Db,EIF.DB.I,,
1436,Exchnge Incm J Deb,EIF.DB.J,,
1437,Exchange Incm 5.75Db,EIF.DB.K,,
1439,Exco Technologies,XTC,,
1441,Exemplar GrwthIncmUn,EGIF,,
1443,Exemplar Invst SerUn,CORP,,
1445,EXFO Inc. SV,EXF,,
1447,Extendicare Inc.,EXE,,
1448,Extendicare 5% Deb,EXE.DB.C,,
1450,Fairfax Africa SV US,FAH.U,,
1452,Fairfax Financial SV,FFH,,
1453,Fairfax Fin Ser C Pr,FFH.PR.C,,
1454,Fairfax Fin Ser D Pr,FFH.PR.D,,
1455,Fairfax Fin Ser E Pr,FFH.PR.E,,
1456,Fairfax Fin Ser F Pr,FFH.PR.F,,
1457,Fairfax Fin Ser G Pr,FFH.PR.G,,
1458,Fairfax Fin Ser H Pr,FFH.PR.H,,
1459,Fairfax Fin Ser I Pr,FFH.PR.I,,
1460,Fairfax Fin Ser J Pr,FFH.PR.J,,
1461,Fairfax Fin Ser K Pr,FFH.PR.K,,
1462,Fairfax Fin Ser M Pr,FFH.PR.M,,
1463,Fairfax Fin SV USF,FFH.U,,
1465,Fairfax India SV USF,FIH.U,,
1467,Fennec Pharmaceut J,FRX,,
1469,Fidelity Cdn Div L,FCCD,,
1471,FidelityCdnHiQual L,FCCQ,,
1473,Fidelity CdnLwVol L,FCCL,,
1475,Fidelity Int'l Div L,FCID,,
1477,Fidelity IntlHiQual,FCIQ,,
1479,Fidelity IntlLwVol L,FCIL,,
1481,Fidelity US DivCur L,FCRH,,
1483,Fidelity US DivRtIdx,FCRR,,
1485,Fidelity US DivCur L,FCUH,,
1487,Fidelity US DivIdx L,FCUD,,
1489,FidelityUS HiCurNatr,FCQH,,
1491,FidelityUS HiQual L,FCUQ,,
1493,FidelityUS LowVolCur,FCLH,,
1495,Fidelity USlowVol Un,FCUL,,
1497,Fiera Capital A SV,FSZ,,
1498,Fiera Capital 5% Deb,FSZ.DB,,
1500,Financial 15 Splt A,FTN,,
1501,Financial 15 Splt Pr,FTN.PR.A,,
1503,Finning Int'l Inc.,FTT,,
1505,Firan Tech Grp Corp.,FTG,,
1507,Firm Cap Mtg Invest,FC,,
1508,Firm Cap Mtg 4.75 Db,FC.DB.D,,
1509,Firm Cap Mtg 5.3% Db,FC.DB.E,,
1510,Firm Cap Mtg 5.5% Db,FC.DB.F,,
1511,Firm Cap Mtg 5.2% Db,FC.DB.G,,
1512,Firm Cap Mtg 5.3% Db,FC.DB.H,,
1513,Firm Cap Mtg 5.4% Db,FC.DB.I,,
1514,Firm Cap Mtg 5.5% Db,FC.DB.J,,
1516,First Capital Realty,FCR,,
1517,First Cap Rlty Rec,FCR.IR,,
1519,First Majestic J,FR,,
1521,First Mining Gold J,FF,,
1523,First Nat'l Fin Corp,FN,,
1524,1st Natl Fin Sr 1 Pr,FN.PR.A,,
1525,1st Natl Fin Sr 2 Pr,FN.PR.B,,
1527,First Quantum Mnrl J,FM,,
1529,1st Tr AlphEmrgMktUn,FDE,,
1530,1st Tr AlphEmrgMktAd,FDE.A,,
1532,1st TrAlphDEX EU Div,EUR,,
1533,1st TrAlphDX EUDivAd,EUR.A,,
1535,1stTr AlpDEX US Dscr,FHD,,
1537,1stTr AlpDEX US Stpl,FHC,,
1538,1stTr AlpDEX USStpHg,FHC.F,,
1540,1stTrAlphDEX US Engy,FHE,,
1542,1stTr AlphDEX US Fin,FHF,,
1544,1stTr AlpDEX US Hlth,FHH,,
1545,1stTr AlpDXUSHlth Hg,FHH.F,,
1547,1stTr AlphDEX US Ind,FHG,,
1548,1stTr AlphDEX US Heg,FHG.F,,
1550,1stTr AlpDEX US Mtrl,FHM,,
1552,1stTr AlpDEX US Tech,FHQ,,
1553,1stTr AlpDEXUSTechHg,FHQ.F,,
1555,1stTr AlpDEX US Util,FHU,,
1557,1st Tr CdnCapStrngUn,FST,,
1558,1st Tr CdnCapStrngAd,FST.A,,
1560,1st Tr DrsyWrgtUSRot,FSR,,
1562,1st Tr Glb RskMngeUn,ETP,,
1563,1st Tr Glb RskMngeAd,ETP.A,,
1565,1st TrIdx InnovTrans,BLCK,,
1567,1st TrIntlCapStrngth,FINT,,
1569,1st Tr SnrLoan Cad-H,FSL,,
1570,1st Tr SnrLoanC-H Ad,FSL.A,,
1572,1st Tr ShDurHiYld Un,FSD,,
1573,1st Tr ShDurHiYld Ad,FSD.A,,
1575,1st Tr TacticlBnd Un,FTB,,
1577,1st Tr ValLnDivCA-Hg,FUD,,
1578,1st TrValLnDiCA-HgAd,FUD.A,,
1580,FirstService Corp.,FSV,,
1582,Fission Uranium J,FCU,,
1584,Flaherty&CrumPref Un,FFI.UN,,
1586,Foraco Int'l SA,FAR,,
1588,Forsys Metals Corp J,FSY,,
1590,Fortis Inc.,FTS,,
1591,Fortis Inc. 1st Pr F,FTS.PR.F,,
1592,Fortis Inc. 1st Pr G,FTS.PR.G,,
1593,Fortis Inc. 1st Pr H,FTS.PR.H,,
1594,Fortis Inc.1st Pr I,FTS.PR.I,,
1595,Fortis Inc. 1st Pr J,FTS.PR.J,,
1596,Fortis Inc. 1st Pr K,FTS.PR.K,,
1597,Fortis Inc. 1st Pr M,FTS.PR.M,,
1599,Fortress Global Cl A,FGE,,
1600,Frtrss Glbl 9.75% Db,FGE.DB.A,,
1602,Fortuna Silver Mines,FVI,,
1604,Fortune Minerals J,FT,,
1606,Franco-Nevada Corp.,FNV,,
1608,Franklin CA AllCap,FLCD,,
1610,Franklin FTSE EuroUK,FLUR,,
1612,Franklin FTSE Japan,FLJA,,
1614,Franklin FTSE US Idx,FLAM,,
1616,Franklin LibCAInvGrd,FLCI,,
1618,Franklin Lbty Core,FLBA,,
1620,Franklin Lib Glb Bnd,FLGA,,
1622,Franklin LibRskCA Eq,FLRM,,
1624,FranklinLibSrLoanC-H,FLSL,,
1626,FranklinLibUS InvGrd,FLUI,,
1628,Franklin LbtyQT Emrg,FLEM,,
1630,Franklin LbtyQT Glob,FLGD,,
1632,Franklin LibQTIntlEq,FLDM,,
1634,Franklin LibQT US Eq,FLUS,,
1636,Freegold Ventures J,FVL,,
1638,Freehold Royalties,FRU,,
1640,Freshii Inc. Cl A SV,FRII,,
1642,Frontera Energy Corp,FEC,,
1644,Gamehost Inc.,GH,,
1646,GDI Integrated SV J,GDI,,
1647,GDI Integrated 5%Deb,GDI.DB,,
1649,Gear Energy Ltd.,GXE,,
1651,GeneNews Limited J,GEN,,
1653,"General Moly, Inc.",GMO,,
1655,Genesis Land Dev,GDC,,
1657,Genworth MI Canada,MIC,,
1659,Geodrill Limited Ord,GEO,,
1661,Weston George,WN,,
1662,Weston George 1 Pr,WN.PR.A,,
1663,Weston George III Pr,WN.PR.C,,
1664,Weston George IV Pr,WN.PR.D,,
1665,Weston George V Pr,WN.PR.E,,
1667,Gibson Energy Inc,GEI,,
1668,Gibson Energy Inc Db,GEI.DB,,
1670,Gildan Activewear,GIL,,
1672,Glacier Media Inc. J,GVC,,
1674,GLG Life Tech Corp J,GLG,,
1676,Global Atomic Corp J,GLO,,
1678,Glbl Div Growers Un,GDG.UN,,
1680,Glbl Div GrowSplit A,GDV,,
1681,Glbl DivGrowSplit Pr,GDV.PR.A,,
1683,Glbl Innovation Div,BL.UN,,
1685,Glbl RlEst E-Commerc,GEC.UN,,
1687,Global Tel & Util Un,HGI.UN,,
1689,Global Water Res,GWR,,
1691,Globex Mining Ent J,GMX,,
1693,GMP Capital Inc.,GMP,,
1694,GMP Capital Ser B Pr,GMP.PR.B,,
1695,GMP Capital Ser C Pr,GMP.PR.C,,
1697,goeasy Ltd.,GSY,,
1698,goeasy Ltd 5.75% Deb,GSY.DB,,
1700,GoGold Resources J,GGD,,
1702,Gold Stand Venture J,GSV,,
1704,Golden Minerals J,AUMN,,
1706,Golden Queen Mng J,GQM,,
1707,Golden QueenMng Wt J,GQM.WT,,
1709,Golden Star Resource,GSC,,
1711,Goldgroup Mining J,GGA,,
1713,Goldmining Inc. J,GOLD,,
1715,GoldMoney Inc.,XAU,,
1717,Goodfellow Inc.,GDL,,
1719,Goodfood Market J,FOOD,,
1721,Gran Colombia Gold,GCM,,
1722,Gran Colombia Nt USF,GCM.NT.U,,
1723,Gran Colombia B Wt,GCM.WT.B,,
1725,Gran Tierra Energy J,GTE,,
1727,Granite Oil Corp. J,GXO,,
1729,Granite Rl Est Tr Un,GRT.UN,,
1731,Great Cdn Gaming,GC,,
1733,Gt Panther Mining J,GPR,,
1735,Great-West Lifeco,GWO,,
1736,Gt-West Lifeco Pr F,GWO.PR.F,,
1737,Gt-West Lifeco Pr G,GWO.PR.G,,
1738,Gt-West Lifeco Pr H,GWO.PR.H,,
1739,Gt-West Lifeco Pr I,GWO.PR.I,,
1740,Gt-West Lifeco Pr L,GWO.PR.L,,
1741,Gt-West Lifeco Pr M,GWO.PR.M,,
1742,Gt-West Lifeco Pr N,GWO.PR.N,,
1743,Gt-West Lifeco Pr O,GWO.PR.O,,
1744,Gt-West Lifeco Pr P,GWO.PR.P,,
1745,Gt-West Lifeco Pr Q,GWO.PR.Q,,
1746,Gt-West Lifeco Pr R,GWO.PR.R,,
1747,Gt-West Lifeco Pr S,GWO.PR.S,,
1748,Gt-West Lifeco Pr T,GWO.PR.T,,
1750,Greenbrook TMS Inc J,GTMS,,
1752,Guardian Capital,GCG,,
1753,Guardian Cap Cl A NV,GCG.A,,
1755,Guyana Goldfields J,GUY,,
1757,GVIC Commun Cl B,GCT,,
1758,GVIC Commun Cl C NV,GCT.C,,
1760,H&R Real Estate Un,HR.UN,,
1762,Hamilton AustrlFin E,HFA,,
1764,Hamilton CapCdn Bk E,HCB,,
1766,Hamilton CapGlb Bk E,HBG,,
1767,Hamilton CapGlbBk US,HBG.U,,
1769,Hamilton CapGlbFin E,HFY,,
1770,Hamilton CapGlbFinUS,HFY.U,,
1772,Hamilton CapFin E Un,HFMU,,
1773,Hamilton CapFin US E,HFMU.U,,
1775,Hammond Mfg Cl A SV,HMM.A,,
1777,Hammond Power A SV,HPS.A,,
1779,Hanwei Energy Serv,HE,,
1781,Hardwoods Dist Inc.,HDI,,
1783,Harte Gold Corp. J,HRT,,
1785,Harvest Bk&Bldg A Un,HCBB,,
1787,HarvestBrndLdr+ A Un,HBF,,
1788,HarvestBrndLdr+US Un,HBF.U,,
1790,HarvestEnergyLdr+ Un,HPF,,
1791,HarvestEnergyLdr+ US,HPF.U,,
1793,Harvest Eq Wght Util,HUTL,,
1795,Harvest Glb GldGiant,HGGG,,
1797,HarvestGlblREITLdr A,HGR,,
1799,Harvest Glb Res A Un,HRES,,
1801,Harvest HlthcrLdr Un,HHL,,
1802,HarvestHealthcare US,HHL.U,,
1804,HarvestTechAchvGrw A,HTA,,
1805,HarvestTechAchGrowUS,HTA.U,,
1807,Harvest US BkLeadrUn,HUBL,,
1808,Harvest USBkLeadr US,HUBL.U,,
1810,HarvestUS Eqty+ A Un,HUL,,
1811,HarvestUS Eq+ Un USF,HUL.U,,
1813,Healthcare SpecOp Un,MDS.UN,,
1815,Helius Med Tech A J,HSM,,
1817,Helix BioPharma,HBP,,
1819,Heroux-Devtek Inc.,HRX,,
1821,HEXO Corp.,HEXO,,
1822,HEXO Corp. Wt,HEXO.WT,,
1824,High Arctic Engy Inc,HWO,,
1826,High Liner Foods Inc,HLF,,
1828,HLS Therapeutics J,HLS,,
1830,Holloway Lodge Crp J,HLC,,
1831,Holloway 6.25 Db B J,HLC.DB,,
1833,Home Capital Group,HCG,,
1835,Horizon Nth Logstc J,HNL,,
1837,Horizons GlbCurrency,HARC,,
1839,Horizons AI GlblEq A,MIND,,
1841,Horizon ActvCdnBndUn,HAD,,
1843,Horizons Cdn Div E,HAL,,
1845,Horizn ActCdnMunBd E,HMP,,
1847,Horizon CorpBnd E Un,HAB,,
1849,Horizons ActvEmrgBnd,HEMB,,
1851,Horizon ActvEmrgDvUn,HAJ,,
1853,Horizon FltgRtBnd Un,HFR,,
1855,Horizn ActFltgPref E,HFP,,
1857,Horizn ActvFltLoan E,HSL,,
1859,Horizon GlblDiv E Un,HAZ,,
1861,Horizon ActiveGlbl E,HAF,,
1863,Horizon HighYldBnd E,HYI,,
1865,Horizon Pref Cl E Un,HPR,,
1867,Horizons ActvUSDiv E,HAU,,
1868,Horizons ActvUSDivUS,HAU.U,,
1870,Horizons USFltgBndCA,HUF,,
1871,Horizons USFltgBndUS,HUF.U,,
1873,Horizons Bal TRI A,HBAL,,
1875,HoriznBlchTecHrdwr A,BKCH,,
1876,HoriznBlchTecHrdwrUS,BKCH.U,,
1878,Horizn CdnDolr Cur A,CAN,,
1880,Horizn CdnMdStream A,HOG,,
1882,Horizons Cdn HiDiv A,HXH,,
1884,Horizon Cdn Insdr Un,HII,,
1886,Horizon Cdn SlctUniv,HBB,,
1888,Horizn China DivA Un,HCN,,
1890,Horizons ConservTRI,HCON,,
1892,Horizons CrudeOil Un,HUC,,
1894,Horizons Incm Engy E,HEE,,
1896,Horizon Incm Eq E Un,HEX,,
1898,Horizons Incm Fin E,HEF,,
1900,Horizons Gold Prod E,HEP,,
1902,Horizons Intl Eqty E,HEJ,,
1904,Horizon IncmEq CAD E,HEA,,
1905,Horizon IncmEq USD E,HEA.U,,
1907,Horizons EqlCdaBnk A,HEWB,,
1909,HorizonsEqlCdaREIT A,HCRE,,
1911,Horizn EURO STOX50 A,HXX,,
1913,Horizons GlbRskPar E,HRA,,
1915,Horizon GlbSustLdr A,ETHI,,
1917,Horizon GlbUranium A,HURA,,
1919,Horizons Gold A Un,HUG,,
1921,Horizons GldYld E Un,HGY,,
1923,Horizons Indust A Un,FOUR,,
1925,Horizon InovestCdnEq,INOC,,
1927,Horizons IntlMkts Eq,HXDM,,
1928,Horizons IntlMktEqUS,HXDM.U,,
